target_id	length	eff_length	est_counts	tpm
lcl|NC_023151.1_cds_WP_004080708.1_43	1344	1131.44	155	72.0872
lcl|NC_023151.1_cds_WP_004080709.1_44	741	557.213	135	127.489
lcl|NC_023151.1_cds_WP_004080710.1_45	1293	1159.36	721	327.248
lcl|NC_023151.1_cds_WP_004080711.1_46	915	707.531	335	249.149
lcl|NC_023151.1_cds_WP_004080712.1_47	1125	917.888	388	222.434
lcl|NC_023151.1_cds_WP_004080714.1_48	198	19.9132	13	343.527
lcl|NC_023151.1_cds_WP_004080717.1_49	1155	982.944	399	213.601
lcl|NC_023151.1_cds_WP_004080719.1_50	1290	1102.23	3288	1569.71
lcl|NC_023151.1_cds_WP_004080721.1_51	921	664.788	330	261.21
lcl|NC_023151.1_cds_WP_004080723.1_52	477	233.936	100	224.938
lcl|NC_023151.1_cds_WP_004080725.1_53	621	446.085	142	167.506
lcl|NC_023151.1_cds_WP_004080728.1_54	2379	2084.3	1092	275.69
lcl|NC_023151.1_cds_WP_004080729.1_55	900	614.82	758	648.754
lcl|NC_023151.1_cds_WP_004080731.1_57	1752	1536.12	525	179.843
lcl|NC_023151.1_cds_WP_004080734.1_58	954	759.924	970	671.677
lcl|NC_023151.1_cds_WP_004080736.1_59	666	479.648	628	688.963
lcl|NC_023151.1_cds_WP_004080737.1_60	483	212.244	159	394.204
lcl|NC_023151.1_cds_WP_004080738.1_61	918	729.42	595	429.238
lcl|NC_023151.1_cds_WP_004080739.1_62	423	224	205	481.576
lcl|NC_023151.1_cds_WP_004080741.1_63	843	643.917	644	526.277
lcl|NC_023151.1_cds_WP_004080743.1_64	450	230.627	224	511.089
lcl|NC_023151.1_cds_WP_004080744.1_65	1068	882.211	572	341.179
lcl|NC_023151.1_cds_WP_004080745.1_66	882	677.056	680	528.498
lcl|NC_023151.1_cds_WP_004080746.1_67	1398	1213.39	1281	555.532
lcl|NC_023151.1_cds_WP_004080747.1_68	351	152	461	1595.94
lcl|NC_023151.1_cds_WP_008193067.1_69	501	302.174	307	534.614
lcl|NC_023151.1_cds_WP_004080749.1_70	882	626.787	281	235.91
lcl|NC_023151.1_cds_WP_004080766.1_71	930	699.997	315	236.795
lcl|NC_023151.1_cds_WP_004080768.1_72	396	197	113	301.836
lcl|NC_023151.1_cds_WP_008193057.1_73	858	609.593	218	188.181
lcl|NC_023151.1_cds_WP_004080773.1_74	1470	1160.52	599	271.603
lcl|NC_023151.1_cds_WP_004080774.1_75	1008	828.92	147	93.3177
lcl|NC_023151.1_cds_WP_004080775.1_76	1017	735.209	1301	931.163
lcl|NC_023151.1_cds_WP_004080776.1_77	519	282.55	456	849.237
lcl|NC_023151.1_cds_WP_004080777.1_78	1110	946.799	1070	594.682
lcl|NC_023151.1_cds_WP_004080778.1_79	1092	842.56	774	483.392
lcl|NC_023151.1_cds_WP_024103711.1_80	897	709.072	406	301.297
lcl|NC_023151.1_cds_WP_004080780.1_81	399	206.619	138	351.454
lcl|NC_023151.1_cds_WP_004080781.1_82	1368	1107.84	876	416.09
lcl|NC_023151.1_cds_WP_004080783.1_83	456	254.959	177	365.311
lcl|NC_023151.1_cds_WP_004080786.1_84	915	744.025	663	468.905
lcl|NC_023151.1_cds_WP_004080787.1_85	762	483.879	498	541.566
lcl|NC_023151.1_cds_WP_004080789.1_86	1371	1156.42	1134	516.009
lcl|NC_023151.1_cds_WP_004080791.1_87	636	394.915	318	423.724
lcl|NC_023151.1_cds_WP_081625175.1_88	1068	861.444	226	138.051
lcl|NC_023151.1_cds_WP_004080795.1_89	1206	864.544	400	243.463
lcl|NC_023151.1_cds_WP_004080797.1_90	1701	1480.34	1296	460.683
lcl|NC_023151.1_cds_WP_004080800.1_91	1056	889.95	963	569.403
lcl|NC_023151.1_cds_WP_010865211.1_92	1260	993.894	1448	766.633
lcl|NC_023151.1_cds_WP_227738444.1_93	525	249.874	253	532.792
lcl|NC_023151.1_cds_WP_004080806.1_94	1911	1671.52	1621	510.306
lcl|NC_023151.1_cds_WP_004080808.1_95	306	107.001	214	1052.41
lcl|NC_023151.1_cds_WP_004080810.1_96	822	601.403	1377	1204.83
lcl|NC_023151.1_cds_WP_004080813.1_97	1305	1060.26	1979	982.187
lcl|NC_023151.1_cds_WP_004080815.1_98	453	223.541	510	1200.53
lcl|NC_023151.1_cds_WP_004080817.1_99	960	697.864	2133	1608.34
lcl|NC_023151.1_cds_WP_228378907.1_100	642	359.68	1368	2001.38
lcl|NC_023151.1_cds_WP_004080827.1_101	171	12.9636	394	15993
lcl|NC_023151.1_cds_WP_004080828.1_102	972	769.308	459	313.958
lcl|NC_023151.1_cds_WP_004080829.1_103	1449	1274.01	1487	614.181
lcl|NC_023151.1_cds_WP_004080830.1_104	573	317.52	409	677.814
lcl|NC_023151.1_cds_WP_004080832.1_105	2367	2215.16	1229	291.948
lcl|NC_023151.1_cds_WP_004080838.1_106	978	795.706	603	398.771
lcl|NC_023151.1_cds_WP_004080839.1_107	1188	978.684	1665	895.222
lcl|NC_023151.1_cds_WP_004080841.1_108	1200	1141.99	90	41.4704
lcl|NC_023151.1_cds_WP_004080843.1_109	732	536.284	142	139.333
lcl|NC_023151.1_cds_WP_004080845.1_110	2025	1722.53	273	83.398
lcl|NC_023151.1_cds_WP_004080846.1_111	429	209.723	49	122.945
lcl|NC_023151.1_cds_WP_010865209.1_112	1395	1294.47	160	65.0409
lcl|NC_023151.1_cds_WP_004080848.1_113	1095	908.06	78	45.2001
lcl|NC_023151.1_cds_WP_004080849.1_114	993	758.639	146	101.269
lcl|NC_023151.1_cds_WP_004080850.1_115	816	605.456	94	81.6967
lcl|NC_023151.1_cds_WP_004080851.1_116	903	672.484	83	64.9464
lcl|NC_023151.1_cds_WP_004080852.1_117	1263	1019.68	135	69.667
lcl|NC_023151.1_cds_WP_010865208.1_118	1404	1209.38	72	31.3278
lcl|NC_023151.1_cds_WP_004080854.1_119	1053	797.381	107	70.6117
lcl|NC_023151.1_cds_WP_004080855.1_120	648	428.731	336	412.395
lcl|NC_023151.1_cds_WP_004080857.1_121	3198	2655.23	651	129.014
lcl|NC_023151.1_cds_WP_004080858.1_122	924	738.703	271	193.045
lcl|NC_023151.1_cds_WP_004080859.1_123	702	497.074	270	285.826
lcl|NC_023151.1_cds_WP_004080860.1_124	1575	1450.04	945	342.934
lcl|NC_023151.1_cds_WP_004080861.1_125	1239	1186.29	182	80.7309
lcl|NC_023151.1_cds_WP_004080862.1_126	414	215	65	159.087
lcl|NC_023151.1_cds_WP_004080864.1_127	945	887.019	183	108.562
lcl|NC_023151.1_cds_WP_004080866.1_128	510	356.653	73	107.705
lcl|NC_023151.1_cds_WP_004080868.1_129	882	721.706	198	144.366
lcl|NC_023151.1_cds_WP_004080870.1_130	684	472.349	85	94.6924
lcl|NC_023151.1_cds_WP_004080873.1_131	1017	891.41	290	171.19
lcl|NC_023151.1_cds_WP_004080876.1_132	813	655.153	78	62.6486
lcl|NC_023151.1_cds_WP_004080878.1_133	1467	1241.23	373	158.13
lcl|NC_023151.1_cds_WP_004080881.1_134	753	579.337	348	316.087
lcl|NC_023151.1_cds_WP_004080883.1_135	639	466.088	243	274.345
lcl|NC_023151.1_cds_WP_004080885.1_136	414	210.499	150	374.973
lcl|NC_023151.1_cds_WP_004080887.1_137	1197	1044.07	442	222.768
lcl|NC_023151.1_cds_WP_004080890.1_138	747	506.92	111	115.224
lcl|NC_023151.1_cds_WP_004080892.1_139	1275	1249.94	1538	647.48
lcl|NC_023151.1_cds_WP_004080893.1_140	747	600.539	1226	1074.26
lcl|NC_023151.1_cds_WP_004080895.1_141	345	146	241	868.607
lcl|NC_023151.1_cds_WP_004080898.1_142	798	643.349	675	552.098
lcl|NC_023151.1_cds_WP_004080901.1_143	516	297.107	660	1168.94
lcl|NC_023151.1_cds_WP_004080903.1_144	1005	781.854	339	228.157
lcl|NC_023151.1_cds_WP_004080906.1_145	216	27.7621	270	5117.66
lcl|NC_023151.1_cds_WP_004080908.1_146	474	272.717	365	704.27
lcl|NC_023151.1_cds_WP_004080909.1_147	744	516.785	112	114.043
lcl|NC_023151.1_cds_WP_015646123.1_148	594	434.887	40.2259	48.6731
lcl|NC_023151.1_cds_WP_010865201.1_149	390	191	80.3306	221.313
lcl|NC_023151.1_cds_WP_004080912.1_150	1209	1030.05	194.797	99.5136
lcl|NC_023151.1_cds_WP_004080913.1_151	2073	1945.78	1990	538.167
lcl|NC_023151.1_cds_WP_004080915.1_152	315	116	47	213.205
lcl|NC_023151.1_cds_WP_004080917.1_153	222	31.1527	21	354.718
lcl|NC_023151.1_cds_WP_004080919.1_154	816	630.562	416	347.156
lcl|NC_023151.1_cds_WP_004080921.1_155	939	702.892	423	316.673
lcl|NC_023151.1_cds_WP_004080923.1_156	1800	1587.37	769	254.922
lcl|NC_023151.1_cds_WP_004080925.1_157	1416	1261.53	683	284.893
lcl|NC_023151.1_cds_WP_004080928.1_158	789	632.215	108	89.8913
lcl|NC_023151.1_cds_WP_010865200.1_159	1920	1794.57	759	222.557
lcl|NC_023151.1_cds_WP_004080932.1_160	366	167	19	59.8682
lcl|NC_023151.1_cds_WP_004080933.1_161	798	572.42	78	71.7033
lcl|NC_023151.1_cds_WP_015646122.1_162	747	520.861	99	100.017
lcl|NC_023151.1_cds_WP_004080935.1_163	321	122	54	232.912
lcl|NC_023151.1_cds_WP_004080936.1_164	789	590.724	472	420.452
lcl|NC_023151.1_cds_WP_004080938.1_165	1248	1114.24	205	96.8132
lcl|NC_023151.1_cds_WP_004080941.1_166	1197	953.503	117	64.5688
lcl|NC_023151.1_cds_WP_004080944.1_167	765	543.9	240	232.194
lcl|NC_023151.1_cds_WP_004080946.1_168	1164	954.177	1568	864.721
lcl|NC_023151.1_cds_WP_004080948.1_169	2583	2068.15	610	155.205
lcl|NC_023151.1_cds_WP_004080950.1_170	3135	2275.11	776	179.481
lcl|NC_023151.1_cds_WP_004080952.1_171	1197	1023.28	2520	1295.87
lcl|NC_023151.1_cds_WP_004080954.1_172	1077	919.089	1025	586.848
lcl|NC_023151.1_cds_WP_004080956.1_173	663	446.846	404	475.754
lcl|NC_023151.1_cds_WP_004080958.1_174	1416	1294.35	273	110.987
lcl|NC_023151.1_cds_WP_004080960.1_175	1668	1503.25	848	296.841
lcl|NC_023151.1_cds_WP_010865198.1_176	876	629.924	346	289.033
lcl|NC_023151.1_cds_WP_004080964.1_177	447	248	148	314.028
lcl|NC_023151.1_cds_WP_004080966.1_178	789	603.253	472	411.719
lcl|NC_023151.1_cds_WP_004080969.1_179	1209	1056.36	1141	568.371
lcl|NC_023151.1_cds_WP_004080971.1_180	387	188	111	310.688
lcl|NC_023151.1_cds_WP_015646121.1_181	426	213.554	97	239.014
lcl|NC_023151.1_cds_WP_004080975.1_182	1221	978.499	408	219.411
lcl|NC_023151.1_cds_WP_004080977.1_183	645	462.941	135	153.45
lcl|NC_023151.1_cds_WP_004080979.1_184	630	422.741	172	214.098
lcl|NC_023151.1_cds_WP_004080981.1_185	486	290.922	135	244.184
lcl|NC_023151.1_cds_WP_004080983.1_186	1923	1789.83	1027	301.938
lcl|NC_023151.1_cds_WP_004080985.1_187	840	659.965	501	399.462
lcl|NC_023151.1_cds_WP_004080988.1_188	486	285.738	227	418.039
lcl|NC_023151.1_cds_WP_004080989.1_189	1188	878.6	499	298.86
lcl|NC_023151.1_cds_WP_004080990.1_190	834	651.599	283	228.541
lcl|NC_023151.1_cds_WP_004080991.1_191	1368	1147.4	844	387.067
lcl|NC_023151.1_cds_WP_004080992.1_192	1308	1187.4	434	192.332
lcl|NC_023151.1_cds_WP_004080993.1_193	411	200.822	77	201.762
lcl|NC_023151.1_cds_WP_004080994.1_194	774	547.976	306	293.846
lcl|NC_023151.1_cds_WP_004080995.1_195	570	343.238	174	266.755
lcl|NC_023151.1_cds_WP_004080996.1_196	450	269.993	176	343.019
lcl|NC_023151.1_cds_WP_004080997.1_197	2145	1849.31	1501	427.1
lcl|NC_023151.1_cds_WP_004080999.1_198	831	611.677	129	110.975
lcl|NC_023151.1_cds_WP_004081001.1_199	1308	1142.68	549	252.816
lcl|NC_023151.1_cds_WP_004081003.1_200	1389	1346.26	520	203.251
lcl|NC_023151.1_cds_WP_004081005.1_201	858	641.642	669	548.646
lcl|NC_023151.1_cds_WP_004081007.1_202	930	741.394	400	283.903
lcl|NC_023151.1_cds_WP_004081009.1_203	420	229.913	255	583.627
lcl|NC_023151.1_cds_WP_004081010.1_204	2133	1942.49	1814	491.402
lcl|NC_023151.1_cds_WP_004081012.1_205	630	453.678	400	463.95
lcl|NC_023151.1_cds_WP_004081014.1_206	1284	1178.44	1316	587.633
lcl|NC_023151.1_cds_WP_004081016.1_207	1383	1247.77	995	419.611
lcl|NC_023151.1_cds_WP_004081017.1_208	453	262.301	428	858.624
lcl|NC_023151.1_cds_WP_004081018.1_209	405	206	333	850.621
lcl|NC_023151.1_cds_WP_004081019.1_210	306	107.001	92	452.437
lcl|NC_023151.1_cds_WP_004081020.1_211	1548	1544.2	1270	432.773
lcl|NC_023151.1_cds_WP_004081021.1_212	2592	2410.64	1501	327.648
lcl|NC_023151.1_cds_WP_004081022.1_213	618	364.11	664	959.61
lcl|NC_023151.1_cds_WP_004081024.1_214	696	485.864	721	780.872
lcl|NC_023151.1_cds_WP_004081026.1_215	765	585.68	769	690.916
lcl|NC_023151.1_cds_WP_010865190.1_216	1224	924.113	2818	1604.63
lcl|NC_023151.1_cds_WP_004081029.1_217	432	220.14	140	334.648
lcl|NC_023151.1_cds_WP_004081030.1_218	669	496.656	187	198.128
lcl|NC_023151.1_cds_WP_004081031.1_219	711	527.604	81	80.7859
lcl|NC_023151.1_cds_WP_004081032.1_220	687	469.077	98	109.936
lcl|NC_023151.1_cds_WP_004081033.1_221	2559	2234.14	426	100.336
lcl|NC_023151.1_cds_WP_004081034.1_222	678	511.195	72	74.1148
lcl|NC_023151.1_cds_WP_004081036.1_223	954	760.912	375	259.332
lcl|NC_023151.1_cds_WP_004081038.1_224	1227	1070.93	1446	710.505
lcl|NC_023151.1_cds_WP_004081040.1_225	2016	1671.77	2744	863.709
lcl|NC_023151.1_cds_WP_010865187.1_226	456	213.508	846	2085.05
lcl|NC_023151.1_cds_WP_004081049.1_227	363	164	321	1029.96
lcl|NC_023151.1_cds_WP_004081050.1_228	294	95.0079	157	869.559
lcl|NC_023151.1_cds_WP_004081051.1_229	750	487.925	303	326.775
lcl|NC_023151.1_cds_WP_004081052.1_230	267	68.2613	48	370.02
lcl|NC_023151.1_cds_WP_004081057.1_231	654	453.479	262	304.02
lcl|NC_023151.1_cds_WP_004081059.1_232	612	423.506	626	777.81
lcl|NC_023151.1_cds_WP_004081061.1_233	1278	1072.79	2052	1006.52
lcl|NC_023151.1_cds_WP_004081063.1_234	273	74.1326	111	787.903
lcl|NC_023151.1_cds_WP_004081065.1_235	510	305.543	323	556.274
lcl|NC_023151.1_cds_WP_004081068.1_236	651	451.193	886	1033.31
lcl|NC_023151.1_cds_WP_004081070.1_237	450	238.627	712	1570.07
lcl|NC_023151.1_cds_WP_004081072.1_238	1965	1882.51	10657	2978.91
lcl|NC_023151.1_cds_WP_004081074.1_239	1002	835.534	14138	8903.95
lcl|NC_023151.1_cds_WP_004081076.1_240	357	158	738	2457.87
lcl|NC_023151.1_cds_WP_004081077.1_241	1437	1232.81	4594	1960.89
lcl|NC_023151.1_cds_WP_010865186.1_242	570	316.137	309	514.331
lcl|NC_023151.1_cds_WP_008192645.1_243	474	269.477	194	378.826
lcl|NC_023151.1_cds_WP_004081080.1_244	618	452.683	104	120.892
lcl|NC_023151.1_cds_WP_004081081.1_245	951	743.272	197	139.469
lcl|NC_023151.1_cds_WP_004081082.1_246	741	536.894	103	100.95
lcl|NC_023151.1_cds_WP_004081083.1_247	1032	824.518	434	276.98
lcl|NC_023151.1_cds_WP_004081085.1_248	987	755.15	182	126.823
lcl|NC_023151.1_cds_WP_004081086.1_249	510	324.065	171	277.666
lcl|NC_023151.1_cds_WP_004081088.1_250	867	642.244	232	190.085
lcl|NC_023151.1_cds_WP_004081090.1_251	789	598.09	184	161.886
lcl|NC_023151.1_cds_WP_004081092.1_252	204	22.1744	4	94.9222
lcl|NC_023151.1_cds_WP_004081095.1_253	1872	1680.13	336	105.234
lcl|NC_023151.1_cds_WP_004081097.1_254	675	472.512	138	153.683
lcl|NC_023151.1_cds_WP_004081099.1_255	1944	1465.13	223	80.0918
lcl|NC_023151.1_cds_WP_004081101.1_256	915	656.427	159	127.459
lcl|NC_023151.1_cds_WP_004081103.1_257	471	235.918	378	843.119
lcl|NC_023151.1_cds_WP_004081104.1_258	600	449.561	282	330.08
lcl|NC_023151.1_cds_WP_004081105.1_259	1134	1056.62	415	206.674
lcl|NC_023151.1_cds_WP_004081106.1_260	771	574.469	359	328.842
lcl|NC_023151.1_cds_WP_004081107.1_261	663	505.633	821	854.412
lcl|NC_023151.1_cds_WP_010865179.1_262	876	793.071	901	597.821
lcl|NC_023151.1_cds_WP_004081109.1_263	432	235.952	60	133.809
lcl|NC_023151.1_cds_WP_004081110.1_264	1569	1499.61	273	95.7953
lcl|NC_023151.1_cds_WP_004081111.1_265	246	48.8256	85	916.073
lcl|NC_023151.1_cds_WP_004081112.1_266	930	757.617	199	138.217
lcl|NC_023151.1_cds_WP_004081113.1_267	792	625.515	151	127.028
lcl|NC_023151.1_cds_WP_004081114.1_268	162	11.4723	0	0
lcl|NC_023151.1_cds_WP_004081116.1_269	396	200.313	445	1168.99
lcl|NC_023151.1_cds_WP_004081119.1_270	513	351.113	205	307.232
lcl|NC_023151.1_cds_WP_010865177.1_271	531	309.964	120	203.718
lcl|NC_023151.1_cds_WP_004081137.1_272	393	228.768	99	227.719
lcl|NC_023151.1_cds_WP_004081139.1_273	882	788.916	288	192.097
lcl|NC_023151.1_cds_WP_004081141.1_274	1332	1288.44	346	141.309
lcl|NC_023151.1_cds_WP_004081143.1_275	861	682.578	90	69.3823
lcl|NC_023151.1_cds_WP_227738443.1_276	798	583.02	291	262.645
lcl|NC_023151.1_cds_WP_024103719.1_277	702	589.117	163	145.594
lcl|NC_023151.1_cds_WP_004081148.1_278	489	271.054	99	192.194
lcl|NC_023151.1_cds_WP_004081150.1_279	399	223.162	72	169.774
lcl|NC_023151.1_cds_WP_004081151.1_280	483	324.273	62	100.61
lcl|NC_023151.1_cds_WP_004081152.1_281	531	280.275	166	311.661
lcl|NC_023151.1_cds_WP_004081153.1_282	846	668.398	160	125.963
lcl|NC_023151.1_cds_WP_004081154.1_283	1923	1634.23	730	235.054
lcl|NC_023151.1_cds_WP_004081155.1_284	1407	1193.44	393	173.282
lcl|NC_023151.1_cds_WP_004081156.1_285	1419	1199.26	303	132.95
lcl|NC_023151.1_cds_WP_004081157.1_286	606	380.783	261	360.68
lcl|NC_023151.1_cds_WP_004081158.1_287	1203	1086.87	642	310.825
lcl|NC_023151.1_cds_WP_004081159.1_288	2979	3102.06	1435	243.423
lcl|NC_023151.1_cds_WP_004081160.1_289	195	18.8991	11	306.274
lcl|NC_023151.1_cds_WP_004081161.1_290	210	24.7787	12	254.837
lcl|NC_023151.1_cds_WP_004081162.1_291	234	39.2004	14	187.93
lcl|NC_023151.1_cds_WP_004081164.1_292	363	164	43	137.97
lcl|NC_023151.1_cds_WP_004081166.1_293	411	213.571	185	455.814
lcl|NC_023151.1_cds_WP_004081168.1_294	1227	962.254	659	360.375
lcl|NC_023151.1_cds_WP_004081170.1_295	1305	857.935	563	345.313
lcl|NC_023151.1_cds_WP_024103721.1_296	1038	834.672	661	416.72
lcl|NC_023151.1_cds_WP_004081174.1_297	1257	683.45	317	244.068
lcl|NC_023151.1_cds_WP_004081176.1_298	1062	615.74	295	252.106
lcl|NC_023151.1_cds_WP_004081178.1_299	1176	693.3	349	264.889
lcl|NC_023151.1_cds_WP_004081181.1_300	1146	670.852	209	163.938
lcl|NC_023151.1_cds_WP_004081183.1_301	1152	637.14	271	223.817
lcl|NC_023151.1_cds_WP_010865169.1_302	1053	737.657	313.5	223.636
lcl|NC_023151.1_cds_WP_004081188.1_303	1167	897.087	492	288.595
lcl|NC_023151.1_cds_WP_004081192.1_305	1440	1102.25	143	68.2677
lcl|NC_023151.1_cds_WP_004081194.1_306	1194	803.908	164.5	107.676
lcl|NC_023151.1_cds_WP_228378911.1_308	2373	1717.01	324	99.2956
lcl|NC_023151.1_cds_WP_010865165.1_309	1392	1050.81	292	146.224
lcl|NC_023151.1_cds_WP_015646113.1_310	1158	928.431	199	112.788
lcl|NC_023151.1_cds_WP_004081204.1_311	351	152	62	214.638
lcl|NC_023151.1_cds_WP_004081206.1_312	411	263.404	80	159.818
lcl|NC_023151.1_cds_WP_024103726.1_314	1080	922.002	185	105.584
lcl|NC_023151.1_cds_WP_004081216.1_315	1092	749.484	179	125.675
lcl|NC_023151.1_cds_WP_004081219.1_316	711	581.244	42	38.0233
lcl|NC_023151.1_cds_WP_004081221.1_317	876	673.229	72	56.2767
lcl|NC_023151.1_cds_WP_004081223.1_318	348	149	841	2970.08
lcl|NC_023151.1_cds_WP_004081224.1_319	228	34.966	106	1595.21
lcl|NC_023151.1_cds_WP_004081225.1_320	426	225.433	354	826.312
lcl|NC_023151.1_cds_WP_004081227.1_321	387	188	452	1265.14
lcl|NC_023151.1_cds_WP_004081231.1_322	456	259.395	249	505.122
lcl|NC_023151.1_cds_WP_227738424.1_323	315	116	95	430.947
lcl|NC_023151.1_cds_WP_004081235.1_324	1344	1292.71	231	94.0308
lcl|NC_023151.1_cds_WP_004081241.1_325	1641	1532.05	367	126.052
lcl|NC_023151.1_cds_WP_004081242.1_326	1638	1514.75	361	125.408
lcl|NC_023151.1_cds_WP_004081249.1_327	453	252.588	87	181.245
lcl|NC_023151.1_cds_WP_004081251.1_328	1263	1090.38	350	168.907
lcl|NC_023151.1_cds_WP_004081252.1_329	1260	1147.75	2781	1275
lcl|NC_023151.1_cds_WP_004081255.1_330	1317	1299.18	514	208.187
lcl|NC_023151.1_cds_WP_004081258.1_331	741	577.365	404	368.205
lcl|NC_023151.1_cds_WP_004081260.1_332	651	536.789	103	100.97
lcl|NC_023151.1_cds_WP_004081262.1_333	729	550.92	105	100.291
lcl|NC_023151.1_cds_WP_004081264.1_334	1674	1621.25	304	98.6695
lcl|NC_023151.1_cds_WP_004081266.1_335	345	146	27	97.3128
lcl|NC_023151.1_cds_WP_004081267.1_336	624	424.226	167	207.147
lcl|NC_023151.1_cds_WP_010865154.1_337	1011	974.034	612	330.625
lcl|NC_023151.1_cds_WP_233417791.1_338	1629	1448.41	512	186.01
lcl|NC_023151.1_cds_WP_004081271.1_339	906	740.26	163	115.868
lcl|NC_023151.1_cds_WP_008192388.1_340	1083	966.272	340	185.156
lcl|NC_023151.1_cds_WP_004081273.1_341	708	547.932	214	205.516
lcl|NC_023151.1_cds_WP_004081274.1_342	1305	1266.1	617	256.435
lcl|NC_023151.1_cds_WP_004081275.1_343	1461	1263.4	320	133.281
lcl|NC_023151.1_cds_WP_004081276.1_344	423	241.107	299	652.56
lcl|NC_023151.1_cds_WP_004081278.1_345	1833	1823.34	2652	765.359
lcl|NC_023151.1_cds_WP_010865151.1_346	1245	996.536	1045	551.801
lcl|NC_023151.1_cds_WP_004081281.1_347	768	594.575	113	100.007
lcl|NC_023151.1_cds_WP_004081283.1_348	540	342.621	101	155.119
lcl|NC_023151.1_cds_WP_004081285.1_349	4104	4098.89	1857	238.399
lcl|NC_023151.1_cds_WP_004081287.1_350	498	301.538	348	607.29
lcl|NC_023151.1_cds_WP_004081288.1_351	1008	880.001	260	155.471
lcl|NC_023151.1_cds_WP_004081289.1_352	1464	1284.03	228	93.4369
lcl|NC_023151.1_cds_WP_004081290.1_353	1152	1038.68	321	162.624
lcl|NC_023151.1_cds_WP_004081291.1_354	1380	1248.87	2286	963.205
lcl|NC_023151.1_cds_WP_004081293.1_355	885	785.903	480	321.389
lcl|NC_023151.1_cds_WP_004081295.1_356	657	396.444	246	326.522
lcl|NC_023151.1_cds_WP_004081297.1_357	1665	1471.28	657	234.979
lcl|NC_023151.1_cds_WP_004081299.1_358	414	214.693	91	223.04
lcl|NC_023151.1_cds_WP_004081301.1_359	195	18.8991	14	389.803
lcl|NC_023151.1_cds_WP_004081303.1_360	669	489.481	98	105.354
lcl|NC_023151.1_cds_WP_010865148.1_361	480	287.436	156	285.59
lcl|NC_023151.1_cds_WP_004081307.1_362	1380	1086.08	208	100.777
