target_id	length	eff_length	est_counts	tpm
lcl|NC_007481.1_cds_WP_041454306.1_59	300	134.176	397	79.9521
lcl|NC_007481.1_cds_WP_041454307.1_60	705	531.862	2318	117.769
lcl|NC_007481.1_cds_WP_011326792.1_61	660	456.838	718	42.4696
lcl|NC_007481.1_cds_WP_011326793.1_62	453	276.921	6395	624.022
lcl|NC_007481.1_cds_WP_011326794.1_63	471	281.347	680	65.3103
lcl|NC_007481.1_cds_WP_011326795.1_64	3465	3290.66	68247	560.424
lcl|NC_007481.1_cds_WP_011326796.1_65	2175	1961.75	2848	39.2294
lcl|NC_007481.1_cds_WP_011326797.1_66	366	181.231	248	36.9772
lcl|NC_007481.1_cds_WP_011326798.1_67	435	249.791	411	44.4611
lcl|NC_007481.1_cds_WP_011326799.1_68	357	185.153	436	63.6315
lcl|NC_007481.1_cds_WP_011326800.1_69	555	365.617	760	56.1699
lcl|NC_007481.1_cds_WP_011326801.1_70	720	526.019	1060	54.4528
lcl|NC_007481.1_cds_WP_011326802.1_71	837	675.36	3373	134.957
lcl|NC_007481.1_cds_WP_011326803.1_72	630	441.614	1367	83.6452
lcl|NC_007481.1_cds_WP_011326804.1_73	3363	3125.28	12977	112.202
lcl|NC_007481.1_cds_WP_011326805.1_74	1761	1588.31	9221	156.876
lcl|NC_007481.1_cds_WP_011326806.1_75	2334	2189.61	3822	47.167
lcl|NC_007481.1_cds_WP_011326807.1_76	852	679.879	1440	57.233
lcl|NC_007481.1_cds_WP_011326808.1_77	1572	1396.74	4092	79.1656
lcl|NC_007481.1_cds_WP_041454308.1_78	318	150.024	448	80.6927
lcl|NC_007481.1_cds_WP_179807257.1_79	879	679.483	1322	52.5737
lcl|NC_007481.1_cds_WP_011326811.1_80	384	206.412	723	94.6497
lcl|NC_007481.1_cds_WP_011326812.1_81	690	510.762	922	48.7784
lcl|NC_007481.1_cds_WP_011326814.1_82	411	240.255	631	70.9695
lcl|NC_007481.1_cds_WP_011326815.1_83	357	173.041	1229	191.92
lcl|NC_007481.1_cds_WP_011326816.1_84	705	531.826	865	43.9503
lcl|NC_007481.1_cds_WP_011326817.1_85	948	767.986	1075	37.8243
lcl|NC_007481.1_cds_WP_011326818.1_86	612	430.068	1065	66.9156
lcl|NC_007481.1_cds_WP_011326819.1_87	831	650.368	1284	53.3484
lcl|NC_007481.1_cds_WP_011326820.1_88	1254	1088.33	6416	159.301
lcl|NC_007481.1_cds_WP_011326821.1_89	195	53.6963	4975	2503.6
lcl|NC_007481.1_cds_WP_011326822.1_90	324	155.242	8089	1408
lcl|NC_007481.1_cds_WP_041454309.1_91	657	484.894	1622	90.3899
lcl|NC_007481.1_cds_WP_011326824.1_92	906	733.106	4161	153.372
lcl|NC_007481.1_cds_WP_011326825.1_93	939	772.638	5689	198.964
lcl|NC_007481.1_cds_WP_011326826.1_94	1851	1665.14	26510	430.203
lcl|NC_007481.1_cds_WP_011326827.1_95	1107	919.789	2432	71.4481
lcl|NC_007481.1_cds_WP_011326828.1_96	2691	2464.83	3495	38.3156
lcl|NC_007481.1_cds_WP_011326829.1_97	1002	814.066	9282	308.104
lcl|NC_007481.1_cds_WP_011326830.1_98	411	242.403	3918	436.758
lcl|NC_007481.1_cds_WP_011326831.1_99	714	546.397	2263	111.916
lcl|NC_007481.1_cds_WP_011326832.1_100	1467	1282.63	4130	87.0092
lcl|NC_007481.1_cds_WP_011326833.1_101	282	118.74	548	124.71
lcl|NC_007481.1_cds_WP_011326834.1_102	906	697.456	1077	41.7267
lcl|NC_007481.1_cds_WP_011326835.1_103	2076	1903.37	4660	66.1572
lcl|NC_007481.1_cds_WP_011326836.1_104	1389	1202.4	2475	55.6215
lcl|NC_007481.1_cds_WP_041454310.1_105	585	403.199	909	60.9201
lcl|NC_007481.1_cds_WP_011326838.1_106	2829	2612.85	9117	94.2874
lcl|NC_007481.1_cds_WP_011326839.1_107	1260	1077.13	5544	139.082
lcl|NC_007481.1_cds_WP_011326840.1_108	327	157.906	21695	3712.59
lcl|NC_007481.1_cds_WP_041454311.1_109	1278	1092.58	4448	110.009
lcl|NC_007481.1_cds_WP_011326842.1_110	1494	1303.33	2505	51.9361
lcl|NC_007481.1_cds_WP_011326843.1_111	2070	1869.75	2351	33.977
lcl|NC_007481.1_cds_WP_011326844.1_112	2166	1992.88	3681	49.9115
lcl|NC_007481.1_cds_WP_011326845.1_113	219	69.7206	383	148.441
lcl|NC_007481.1_cds_WP_011326846.1_114	369	195.953	758	104.528
lcl|NC_007481.1_cds_WP_011326847.1_115	624	452.856	2113	126.082
lcl|NC_007481.1_cds_WP_011326848.1_116	648	459.706	2495	146.658
lcl|NC_007481.1_cds_WP_011326849.1_117	573	388.745	2540	176.557
lcl|NC_007481.1_cds_WP_011326850.1_118	786	613.085	12173	536.528
lcl|NC_007481.1_cds_WP_011326851.1_119	615	431.346	827	51.8078
lcl|NC_007481.1_cds_WP_011326852.1_120	1512	1384.24	1703	33.2444
lcl|NC_007481.1_cds_WP_011326853.1_121	720	547.05	1931	95.383
lcl|NC_007481.1_cds_WP_011326854.1_122	2502	2275.43	13429	159.476
lcl|NC_007481.1_cds_WP_011326855.1_123	1077	904.099	1237	36.9717
lcl|NC_007481.1_cds_WP_041454312.1_124	1230	998.977	2313	62.5656
lcl|NC_007481.1_cds_WP_011326857.1_125	1017	823.308	1258	41.289
lcl|NC_007481.1_cds_WP_011326858.1_126	1311	1117.84	2520	60.9166
lcl|NC_007481.1_cds_WP_011326859.1_127	1071	881.062	2156	66.1238
lcl|NC_007481.1_cds_WP_011326860.1_128	204	59.4899	253	114.919
lcl|NC_007481.1_cds_WP_011326861.1_129	1032	850.965	1779	56.4911
lcl|NC_007481.1_cds_WP_011326862.1_130	462	281.592	784	75.2334
lcl|NC_007481.1_cds_WP_011326863.1_131	858	680.015	14620	580.957
lcl|NC_007481.1_cds_WP_011326864.1_132	2439	2218.46	4209	51.2675
lcl|NC_007481.1_cds_WP_002957900.1_133	312	144.688	92088	17198.3
lcl|NC_007481.1_cds_WP_011326865.1_134	636	463.184	65790	3838.15
lcl|NC_007481.1_cds_WP_002957897.1_135	606	418.299	156218	10091.6
lcl|NC_007481.1_cds_WP_011326866.1_136	303	136.82	149934	29612
lcl|NC_007481.1_cds_WP_011326867.1_137	825	663.621	109488	4458.22
lcl|NC_007481.1_cds_WP_002957892.1_139	333	163.249	38656	6398.56
lcl|NC_007481.1_cds_WP_011326869.1_140	702	539.127	48635	2437.66
lcl|NC_007481.1_cds_WP_011326870.1_141	414	236.972	33714	3844.4
lcl|NC_007481.1_cds_WP_011326871.1_142	192	51.8245	7926	4132.71
lcl|NC_007481.1_cds_WP_011326872.1_143	258	99.1047	12071	3291.28
lcl|NC_007481.1_cds_WP_011326873.1_144	1815	1675.19	46489	749.898
lcl|NC_007481.1_cds_WP_011326874.1_145	1698	1518.04	21931	390.382
lcl|NC_007481.1_cds_WP_011326875.1_146	741	551.011	2407	118.041
lcl|NC_007481.1_cds_WP_011326876.1_147	504	323.392	2976	248.668
lcl|NC_007481.1_cds_WP_011326877.1_148	252	94.378	200	57.2631
lcl|NC_007481.1_cds_WP_011326878.1_149	2745	2551.48	54867	581.079
lcl|NC_007481.1_cds_WP_011326879.1_150	435	248.162	3044	331.456
lcl|NC_007481.1_cds_WP_011326880.1_151	384	203.74	971	128.783
lcl|NC_007481.1_cds_WP_011326881.1_152	459	274.551	3379	332.569
lcl|NC_007481.1_cds_WP_011326882.1_153	1386	1223.23	2663	58.8272
lcl|NC_007481.1_cds_WP_011326883.1_154	1071	876.54	1001	30.8587
lcl|NC_007481.1_cds_WP_157863167.1_155	522	334.192	909	73.4994
lcl|NC_007481.1_cds_WP_011326885.1_156	1407	1254.31	332203	7156.73
lcl|NC_007481.1_cds_WP_011326886.1_157	1824	1667.22	8888	144.054
lcl|NC_007481.1_cds_WP_011326887.1_158	1080	910.063	1220	36.2246
lcl|NC_007481.1_cds_WP_011326888.1_159	657	476.306	941	53.385
lcl|NC_007481.1_cds_WP_011326889.1_160	903	731.711	907	33.4953
lcl|NC_007481.1_cds_WP_011326890.1_161	438	248.88	392	42.561
lcl|NC_007481.1_cds_WP_157863168.1_162	717	534.528	1998	101.004
lcl|NC_007481.1_cds_WP_011326892.1_163	894	717.537	8682	326.957
lcl|NC_007481.1_cds_WP_011326893.1_164	1035	847.602	11895	379.217
lcl|NC_007481.1_cds_WP_011326895.1_165	1119	933.67	4167	120.6
lcl|NC_007481.1_cds_WP_011326896.1_166	1206	1043.39	6427	166.448
lcl|NC_007481.1_cds_WP_011326897.1_167	741	564.055	1501	71.9075
lcl|NC_007481.1_cds_WP_011326898.1_168	885	703.268	3282	126.105
lcl|NC_007481.1_cds_WP_011326899.1_169	699	515.871	1684	88.2098
lcl|NC_007481.1_cds_WP_011326900.1_170	1410	1244.83	2421	52.5534
lcl|NC_007481.1_cds_WP_011326901.1_171	1065	888.595	38171	1160.77
lcl|NC_007481.1_cds_WP_011326902.1_172	2598	2417.09	34412	384.71
lcl|NC_007481.1_cds_WP_011326903.1_173	633	451.906	447	26.7285
lcl|NC_007481.1_cds_WP_011326904.1_174	1236	1071.25	1475	37.2062
lcl|NC_007481.1_cds_WP_011326905.1_175	705	513.554	1975	103.919
lcl|NC_007481.1_cds_WP_011326906.1_176	399	215.596	253	31.71
lcl|NC_007481.1_cds_WP_041454313.1_177	1506	1293.91	2538	53.0032
lcl|NC_007481.1_cds_WP_011326908.1_178	1506	1365.6	4263	84.3546
lcl|NC_007481.1_cds_WP_011326909.1_179	243	87.4827	3656	1129.27
lcl|NC_007481.1_cds_WP_011326910.1_180	582	393.688	1115	76.5312
lcl|NC_007481.1_cds_WP_011326911.1_181	1161	977.713	3143	86.8657
lcl|NC_007481.1_cds_WP_011326912.1_182	1206	1039.93	23963.9	622.687
lcl|NC_007481.1_cds_WP_011326913.1_183	1017	832.919	17442	565.86
lcl|NC_007481.1_cds_WP_011326914.1_184	1470	1299.02	4604	95.7714
lcl|NC_007481.1_cds_WP_011326915.1_185	339	168.628	630	100.954
lcl|NC_007481.1_cds_WP_011326916.1_186	414	234.944	3357	386.103
lcl|NC_007481.1_cds_WP_011326917.1_187	813	612.772	36013	1588.09
lcl|NC_007481.1_cds_WP_011326918.1_188	1260	1082.75	1112	27.7518
lcl|NC_007481.1_cds_WP_041454314.1_189	507	317.917	283	24.054
lcl|NC_007481.1_cds_WP_011326925.1_190	1404	1147.83	1495	35.1949
lcl|NC_007481.1_cds_WP_041454315.1_191	771	601.909	3176	142.582
lcl|NC_007481.1_cds_WP_011326927.1_192	594	417.905	1358	87.8088
lcl|NC_007481.1_cds_WP_011326928.1_193	1725	1526.92	4938	87.388
lcl|NC_007481.1_cds_WP_011326929.1_194	1425	1235.92	35462	775.334
lcl|NC_007481.1_cds_WP_011326930.1_195	900	740.711	18226	664.903
lcl|NC_007481.1_cds_WP_011326931.1_196	1422	1275.35	7024	148.823
lcl|NC_007481.1_cds_WP_011326932.1_197	747	573.449	1748	82.3687
lcl|NC_007481.1_cds_WP_041454316.1_198	501	339.001	566	45.116
lcl|NC_007481.1_cds_WP_011326934.1_199	378	215.882	18519	2318.02
lcl|NC_007481.1_cds_WP_011326935.1_200	558	365.332	1047	77.4417
lcl|NC_007481.1_cds_WP_011326936.1_201	429	247.085	60315	6596.22
lcl|NC_007481.1_cds_WP_011326937.1_202	705	534.52	87816	4439.41
lcl|NC_007481.1_cds_WP_011326938.1_203	495	322.8	66471	5564.35
lcl|NC_007481.1_cds_WP_011326939.1_204	363	189.907	12454	1772.08
lcl|NC_007481.1_cds_WP_011326940.1_205	4026	3939.45	39701	272.321
lcl|NC_007481.1_cds_WP_011326941.1_206	4173	4055.76	112922	752.354
lcl|NC_007481.1_cds_WP_008165517.1_207	375	200.14	19310	2607.13
lcl|NC_007481.1_cds_WP_011326942.1_208	471	298.006	20916	1896.57
lcl|NC_007481.1_cds_WP_011326943.1_209	2115	2020.92	52206	698.05
lcl|NC_007481.1_cds_WP_011326944.1_210	1185	1038.38	39855	1037.15
lcl|NC_007481.1_cds_WP_011326945.1_211	1542	1386.83	14080	274.344
lcl|NC_007481.1_cds_WP_011326946.1_212	846	650.745	1870	77.6509
lcl|NC_007481.1_cds_WP_011326947.1_213	423	231.751	2195	255.935
lcl|NC_007481.1_cds_WP_011326948.1_214	942	770.713	4080	143.048
lcl|NC_007481.1_cds_WP_011326949.1_215	2067	1877.16	3772	54.2984
lcl|NC_007481.1_cds_WP_011326950.1_216	1566	1404.46	2026	38.9805
lcl|NC_007481.1_cds_WP_011326951.1_217	1236	1039.59	2122	55.157
lcl|NC_007481.1_cds_WP_011326952.1_218	387	203.201	11730	1559.87
lcl|NC_007481.1_cds_WP_011326953.1_219	585	409.357	899	59.3434
lcl|NC_007481.1_cds_WP_011326954.1_220	378	206.235	616	80.7112
lcl|NC_007481.1_cds_WP_011326955.1_221	675	500.379	672	36.2899
lcl|NC_007481.1_cds_WP_011326956.1_222	987	820.222	1479	48.725
lcl|NC_007481.1_cds_WP_011326957.1_223	1209	1020.24	1945	51.5147
lcl|NC_007481.1_cds_WP_011326958.1_224	474	278.786	310	30.0474
lcl|NC_007481.1_cds_WP_011326959.1_225	759	581.672	653	30.3355
lcl|NC_007481.1_cds_WP_011326960.1_226	588	396.391	512	34.903
lcl|NC_007481.1_cds_WP_011326961.1_227	207	61.4495	577	253.731
lcl|NC_007481.1_cds_WP_011326962.1_228	360	179.713	795	119.537
lcl|NC_007481.1_cds_WP_011326963.1_229	1431	1231.72	3882	85.1649
lcl|NC_007481.1_cds_WP_011326964.1_230	975	792.955	3584	122.134
lcl|NC_007481.1_cds_WP_011326965.1_231	624	433.969	10938	681.075
lcl|NC_007481.1_cds_WP_011326966.1_232	639	448.19	5264	317.372
lcl|NC_007481.1_cds_WP_011326967.1_233	1104	908.74	4760	141.541
lcl|NC_007481.1_cds_WP_011326968.1_234	1128	950.101	2059	58.5601
lcl|NC_007481.1_cds_WP_011326969.1_235	798	606.056	4821	214.951
lcl|NC_007481.1_cds_WP_011326970.1_236	480	315.375	2280	195.354
lcl|NC_007481.1_cds_WP_041454318.1_237	414	227.373	6782	805.999
lcl|NC_007481.1_cds_WP_011326972.1_238	1644	1479.57	8901	162.561
lcl|NC_007481.1_cds_WP_011326973.1_239	288	123.907	1106	241.199
lcl|NC_007481.1_cds_WP_011326974.1_240	477	304.332	9592	851.682
lcl|NC_007481.1_cds_WP_011326975.1_241	321	152.617	1205	213.354
lcl|NC_007481.1_cds_WP_011326976.1_242	1812	1621.7	4219	70.2997
lcl|NC_007481.1_cds_WP_011326977.1_243	453	263.752	1084	111.058
lcl|NC_007481.1_cds_WP_011326978.1_244	465	298.842	6644	600.763
lcl|NC_007481.1_cds_WP_011326979.1_245	1341	1201.45	27867	626.758
lcl|NC_007481.1_cds_WP_011326980.1_246	477	301.852	905	81.0158
lcl|NC_007481.1_cds_WP_041454319.1_247	1344	1164.09	2194	50.9289
lcl|NC_007481.1_cds_WP_011326982.1_248	1857	1705.97	1428	22.6189
lcl|NC_007481.1_cds_WP_041454320.1_249	918	740.789	6818	248.701
lcl|NC_007481.1_cds_WP_011326984.1_250	264	103.924	847	220.233
lcl|NC_007481.1_cds_WP_011326985.1_251	1290	1132.01	3454	82.4498
lcl|NC_007481.1_cds_WP_011326986.1_252	1170	984.214	6389	175.412
lcl|NC_007481.1_cds_WP_011326987.1_253	879	709.033	965	36.777
lcl|NC_007481.1_cds_WP_011326988.1_254	1314	1137.71	2737	65.0071
lcl|NC_007481.1_cds_WP_011326989.1_255	639	459.189	1059	62.3189
lcl|NC_007481.1_cds_WP_011326990.1_256	1848	1678.32	4754	76.5419
lcl|NC_007481.1_cds_WP_011326992.1_257	1107	948.779	1661	47.3064
lcl|NC_007481.1_cds_WP_011326993.1_258	1248	1070.56	2317	58.4829
lcl|NC_007481.1_cds_WP_011326994.1_259	387	198.533	431	58.6623
lcl|NC_007481.1_cds_WP_011326995.1_260	501	313.15	437	37.709
lcl|NC_007481.1_cds_WP_011326996.1_261	1149	946.382	852	24.327
lcl|NC_007481.1_cds_WP_011326997.1_262	540	350.652	6845	527.488
lcl|NC_007481.1_cds_WP_011326998.1_263	324	155.242	1534	267.013
lcl|NC_007481.1_cds_WP_011326999.1_264	768	591.43	2728	124.64
lcl|NC_007481.1_cds_WP_011327000.1_265	1176	1003.28	3939	106.092
lcl|NC_007481.1_cds_WP_011327001.1_266	384	205.334	163	21.4507
lcl|NC_007481.1_cds_WP_011327002.1_267	1566	1415.74	18498	353.066
lcl|NC_007481.1_cds_WP_011327003.1_268	840	657.534	849	34.8903
lcl|NC_007481.1_cds_WP_011327004.1_269	729	565.493	983	46.9723
lcl|NC_007481.1_cds_WP_011327005.1_270	495	313.884	783	67.4075
lcl|NC_007481.1_cds_WP_011327006.1_271	1470	1284.56	1341	28.2092
lcl|NC_007481.1_cds_WP_011327007.1_272	1017	837.789	2767	89.2463
lcl|NC_007481.1_cds_WP_011327008.1_273	306	139.44	2912	564.313
lcl|NC_007481.1_cds_WP_011327009.1_274	231	78.3978	4170	1437.3
lcl|NC_007481.1_cds_WP_011327011.1_275	840	677.553	1866	74.4191
lcl|NC_007481.1_cds_WP_011327012.1_276	810	627.594	27080	1165.97
lcl|NC_007481.1_cds_WP_011327013.1_277	567	391.345	957	66.0796
lcl|NC_007481.1_cds_WP_011327014.1_278	609	422.04	864	55.3192
lcl|NC_007481.1_cds_WP_011327015.1_279	372	204.017	5569	737.609
lcl|NC_007481.1_cds_WP_011327016.1_280	1326	1165.2	794	18.4134
lcl|NC_007481.1_cds_WP_011327017.1_281	1749	1567.87	1638	28.2306
lcl|NC_007481.1_cds_WP_011327018.1_282	3117	2951.67	4743	43.4211
lcl|NC_007481.1_cds_WP_011327019.1_283	456	265.975	8313	844.563
lcl|NC_007481.1_cds_WP_011327021.1_284	507	332.429	1173	95.3486
lcl|NC_007481.1_cds_WP_011327022.1_285	2235	2076.34	2342	30.4793
lcl|NC_007481.1_cds_WP_011327023.1_286	1650	1483.77	2110	38.4266
lcl|NC_007481.1_cds_WP_011327024.1_287	828	647.591	544	22.6994
lcl|NC_007481.1_cds_WP_011327025.1_288	702	519.12	980	51.0121
lcl|NC_007481.1_cds_WP_011327026.1_289	678	482.458	6360	356.216
lcl|NC_007481.1_cds_WP_041454322.1_290	1269	1069.67	2144	54.1614
lcl|NC_007481.1_cds_WP_011327028.1_291	939	751.767	4434	159.378
lcl|NC_007481.1_cds_WP_011327029.1_292	213	65.5508	445	183.441
lcl|NC_007481.1_cds_WP_011327030.1_293	2532	2324.53	5855	68.0624
lcl|NC_007481.1_cds_WP_011327031.1_294	1032	868.57	19050	592.66
lcl|NC_007481.1_cds_WP_011327032.1_295	1128	952.399	15838	449.362
lcl|NC_007481.1_cds_WP_011327033.1_296	336	175.299	2163	333.422
lcl|NC_007481.1_cds_WP_011327034.1_297	1860	1707.19	10907	172.639
lcl|NC_007481.1_cds_WP_011327035.1_298	948	754.822	1363	48.7941
lcl|NC_007481.1_cds_WP_011327036.1_299	804	620.716	5194	226.112
lcl|NC_007481.1_cds_WP_011327037.1_300	666	466.12	1562	90.5521
lcl|NC_007481.1_cds_WP_011327038.1_301	564	388.965	1179	81.9066
lcl|NC_007481.1_cds_WP_011327039.1_302	159	32.8491	649	533.871
lcl|NC_007481.1_cds_WP_011327040.1_303	726	537.527	482	24.2305
lcl|NC_007481.1_cds_WP_011327041.1_304	168	37.6469	246	176.572
lcl|NC_007481.1_cds_WP_011327042.1_305	330	160.561	2644	444.976
lcl|NC_007481.1_cds_WP_011327044.1_306	477	297.92	1090	98.865
lcl|NC_007481.1_cds_WP_011327045.1_307	774	603.363	1282	57.415
lcl|NC_007481.1_cds_WP_011327046.1_308	627	443.531	638	38.8698
lcl|NC_007481.1_cds_WP_011327047.1_309	495	320.228	567	47.8453
lcl|NC_007481.1_cds_WP_011327048.1_310	1542	1375.95	1224	24.0377
lcl|NC_007481.1_cds_WP_011327049.1_311	921	737.058	1838	67.3844
lcl|NC_007481.1_cds_WP_011327050.1_312	291	126.415	288	61.5615
lcl|NC_007481.1_cds_WP_011327051.1_313	2529	2318.86	8444	98.3985
lcl|NC_007481.1_cds_WP_011327052.1_314	810	629.869	1991	85.4155
lcl|NC_007481.1_cds_WP_162010629.1_315	174	40.9597	262	172.846
lcl|NC_007481.1_cds_WP_041454324.1_316	1227	1039.74	1720	44.7014
lcl|NC_007481.1_cds_WP_011327055.1_317	1290	1142.78	4049	95.7412
lcl|NC_007481.1_cds_WP_011327056.1_318	825	661.783	13693	559.112
lcl|NC_007481.1_cds_WP_011327057.1_319	1587	1445.67	24890	465.235
lcl|NC_007481.1_cds_WP_011327058.1_320	291	126.415	973	207.984
lcl|NC_007481.1_cds_WP_181949561.1_321	972	820.054	3199	105.411
lcl|NC_007481.1_cds_WP_011327060.1_322	882	711.102	1702	64.676
lcl|NC_007481.1_cds_WP_011327061.1_323	1848	1664.18	13854	224.952
lcl|NC_007481.1_cds_WP_011327062.1_324	1752	1579.94	3476	59.4505
lcl|NC_007481.1_cds_WP_041454325.1_325	447	270.238	968	96.7929
lcl|NC_007481.1_cds_WP_002957797.1_326	216	67.5858	473	189.113
lcl|NC_007481.1_cds_WP_011327064.1_327	606	414.964	1544	100.543
lcl|NC_007481.1_cds_WP_011327065.1_328	1956	1848.71	3066	44.8145
lcl|NC_007481.1_cds_WP_011327066.1_329	678	503.187	1261	67.7176
lcl|NC_007481.1_cds_WP_011327067.1_330	987	790.827	2019	68.9875
lcl|NC_007481.1_cds_WP_011327068.1_331	864	690.42	218603	8555.75
lcl|NC_007481.1_cds_WP_011327069.1_332	837	630.679	646	27.6783
lcl|NC_007481.1_cds_WP_011327070.1_333	633	439.67	825	50.7041
lcl|NC_007481.1_cds_WP_011327071.1_334	1362	1176.32	11458	263.209
lcl|NC_007481.1_cds_WP_011327072.1_335	2052	1922.01	3006	42.2618
lcl|NC_007481.1_cds_WP_011327073.1_336	759	604.33	1824	81.5579
lcl|NC_007481.1_cds_WP_011327074.1_337	741	566.38	1804	86.0686
lcl|NC_007481.1_cds_WP_011327075.1_338	1266	1058.95	991	25.2879
lcl|NC_007481.1_cds_WP_011327076.1_339	1143	961.557	2711	76.1851
lcl|NC_007481.1_cds_WP_011327077.1_340	1545	1414.77	11172	213.383
lcl|NC_007481.1_cds_WP_011327078.1_341	432	257.039	7259	763.12
lcl|NC_007481.1_cds_WP_011327079.1_342	270	108.748	10034	2493.27
lcl|NC_007481.1_cds_WP_011327080.1_343	489	296.47	5589	509.412
lcl|NC_007481.1_cds_WP_011327081.1_344	1008	864.091	3114	97.3811
lcl|NC_007481.1_cds_WP_011327082.1_345	465	292.763	1777	164.016
lcl|NC_007481.1_cds_WP_179807184.1_346	918	747.848	1480	53.4767
lcl|NC_007481.1_cds_WP_011327084.1_347	933	732.608	1254	46.2532
lcl|NC_007481.1_cds_WP_041454327.1_348	1416	1216.22	1502	33.3712
lcl|NC_007481.1_cds_WP_011327086.1_349	690	493.47	2827	154.803
lcl|NC_007481.1_cds_WP_011327087.1_350	486	326.962	475	39.2565
