target_id	length	eff_length	est_counts	tpm
lcl|NC_021214.1_cds_WP_004082721.1_128	777	545.003	1630	908.724
lcl|NC_021214.1_cds_WP_004082723.1_129	585	356.105	440	375.421
lcl|NC_021214.1_cds_WP_004082725.1_130	855	633.302	334	160.243
lcl|NC_021214.1_cds_WP_004082727.1_131	1233	985.73	1313.17	404.766
lcl|NC_021214.1_cds_WP_008194003.1_132	936	690.635	636	279.803
lcl|NC_021214.1_cds_WP_004082732.1_133	720	505.425	462	277.734
lcl|NC_021214.1_cds_WP_004082734.1_134	1170	1066.61	526	149.839
lcl|NC_021214.1_cds_WP_004082737.1_135	618	422.41	305	219.386
lcl|NC_021214.1_cds_WP_015646085.1_136	759	549.404	487	269.327
lcl|NC_021214.1_cds_WP_024103750.1_137	1632	1489.71	1268	258.62
lcl|NC_021214.1_cds_WP_004082742.1_138	1374	1210.33	897	225.181
lcl|NC_021214.1_cds_WP_004082745.1_139	1353	982.806	801	247.633
lcl|NC_021214.1_cds_WP_004082747.1_140	228	34.966	160	1390.33
lcl|NC_021214.1_cds_WP_004082750.1_141	984	866.578	504	176.712
lcl|NC_021214.1_cds_WP_004082752.1_142	1221	1020.78	1880	559.589
lcl|NC_021214.1_cds_WP_004082754.1_143	333	134	205	464.828
lcl|NC_021214.1_cds_WP_004082756.1_144	1821	1635.69	2155	400.303
lcl|NC_021214.1_cds_WP_004082759.1_145	984	804.361	1172	442.71
lcl|NC_021214.1_cds_WP_004082761.1_146	183	15.5063	446	8739.18
lcl|NC_021214.1_cds_WP_004082764.1_147	549	293.932	445	459.998
lcl|NC_021214.1_cds_WP_004082766.1_148	648	457.669	553	367.128
lcl|NC_021214.1_cds_WP_004082768.1_149	1872	1724.3	8611	1517.34
lcl|NC_021214.1_cds_WP_004082770.1_150	1659	1388.61	598	130.847
lcl|NC_021214.1_cds_WP_004082772.1_151	1305	1139.23	563	150.155
lcl|NC_021214.1_cds_WP_004082774.1_152	450	242.284	686	860.285
lcl|NC_021214.1_cds_WP_004082776.1_153	246	48.8256	62	385.822
lcl|NC_021214.1_cds_WP_004082778.1_154	882	646.659	299	140.488
lcl|NC_021214.1_cds_WP_004082779.1_155	591	384.348	269	212.652
lcl|NC_021214.1_cds_WP_004082781.1_156	546	320.311	280	265.601
lcl|NC_021214.1_cds_WP_004082783.1_157	819	599.318	485	245.882
lcl|NC_021214.1_cds_WP_227738414.1_158	2253	2035.12	757	113.018
lcl|NC_021214.1_cds_WP_227738415.1_159	813	538.955	287	161.798
lcl|NC_021214.1_cds_WP_010865064.1_160	795	546.89	313	173.895
lcl|NC_021214.1_cds_WP_004082791.1_161	567	332.129	272	248.832
lcl|NC_021214.1_cds_WP_015646086.1_162	1314	1123.49	514	139.007
lcl|NC_021214.1_cds_WP_004082794.1_163	1173	1075.56	913	257.917
lcl|NC_021214.1_cds_WP_004082796.1_164	2475	2415.99	2854	358.924
lcl|NC_021214.1_cds_WP_004082798.1_165	627	410.677	591	437.25
lcl|NC_021214.1_cds_WP_004082801.1_166	222	31.1527	82	799.764
lcl|NC_021214.1_cds_WP_004082803.1_167	456	218.132	264	367.729
lcl|NC_021214.1_cds_WP_004082805.1_168	1215	1084.82	1039	291.004
lcl|NC_021214.1_cds_WP_227738432.1_169	3309	2942.41	2380	245.763
lcl|NC_021214.1_cds_WP_004082809.1_170	2181	2121.51	2315	331.55
lcl|NC_021214.1_cds_WP_004082810.1_171	267	68.2613	85	378.344
lcl|NC_021214.1_cds_WP_004082811.1_172	882	676.568	974	437.412
lcl|NC_021214.1_cds_WP_004082812.1_173	852	595.852	373	190.201
lcl|NC_021214.1_cds_WP_004082813.1_174	2211	1919.87	707	111.89
lcl|NC_021214.1_cds_WP_004082814.1_175	279	80.0635	830	3149.82
lcl|NC_021214.1_cds_WP_004082815.1_176	570	385.663	1430	1126.61
lcl|NC_021214.1_cds_WP_004082816.1_177	975	784.476	1067	413.264
lcl|NC_021214.1_cds_WP_004082817.1_178	1194	995.059	771	235.423
lcl|NC_021214.1_cds_WP_227738433.1_179	798	590.618	296	152.275
lcl|NC_021214.1_cds_WP_004082821.1_180	1290	1202.07	981	247.96
lcl|NC_021214.1_cds_WP_008193929.1_181	450	294.21	333	343.898
lcl|NC_021214.1_cds_WP_004082825.1_182	1107	960.957	733	231.763
lcl|NC_021214.1_cds_WP_004082827.1_183	1428	1014.44	365	109.322
lcl|NC_021214.1_cds_WP_004082829.1_184	432	240.87	126	158.939
lcl|NC_021214.1_cds_WP_004082831.1_185	1077	896.869	357	120.943
lcl|NC_021214.1_cds_WP_227738434.1_186	969	831.829	182	66.4784
lcl|NC_021214.1_cds_WP_010865069.1_187	777	556.651	251	137.004
lcl|NC_021214.1_cds_WP_004082838.1_188	264	65.3593	3158	14680.7
lcl|NC_021214.1_cds_WP_004082840.1_189	789	585.061	235	122.042
lcl|NC_021214.1_cds_WP_004082842.1_190	621	406.775	222	165.822
lcl|NC_021214.1_cds_WP_004082847.1_191	492	290.914	552	576.524
lcl|NC_021214.1_cds_WP_004082849.1_192	915	687.237	931	411.61
lcl|NC_021214.1_cds_WP_004082850.1_193	2463	2263.91	12466	1673.06
lcl|NC_021214.1_cds_WP_004082860.1_194	1323	1192.37	1297	330.501
lcl|NC_021214.1_cds_WP_004082863.1_195	1059	817.205	1132	420.88
lcl|NC_021214.1_cds_WP_004082865.1_196	1749	1652.3	7399	1360.59
lcl|NC_021214.1_cds_WP_004082867.1_197	903	699.174	638	277.254
lcl|NC_021214.1_cds_WP_004082869.1_198	732	567.512	137	73.348
lcl|NC_021214.1_cds_WP_008193907.1_199	702	513.594	214	126.601
lcl|NC_021214.1_cds_WP_008193905.1_200	2292	2188.19	649	90.1163
lcl|NC_021214.1_cds_WP_004082875.1_201	513	309.755	298	292.308
lcl|NC_021214.1_cds_WP_004082876.1_202	627	455.909	368	245.252
lcl|NC_021214.1_cds_WP_008193903.1_203	1401	1178.03	1300	335.298
lcl|NC_021214.1_cds_WP_004082880.1_204	960	821.703	1281	473.671
lcl|NC_021214.1_cds_WP_004082882.1_205	210	24.7787	112	1373.35
lcl|NC_021214.1_cds_WP_004082884.1_206	1095	882.405	1411	485.85
lcl|NC_021214.1_cds_WP_010865076.1_207	375	176	920	1588.25
lcl|NC_021214.1_cds_WP_004082888.1_208	1314	1181.83	1582	406.719
lcl|NC_021214.1_cds_WP_004082890.1_209	1425	1268.28	1383	331.322
lcl|NC_021214.1_cds_WP_004082892.1_210	387	188	456	736.97
lcl|NC_021214.1_cds_WP_004082894.1_211	861	673.27	1155	521.237
lcl|NC_021214.1_cds_WP_004082897.1_212	2019	1721.61	2959	522.221
lcl|NC_021214.1_cds_WP_004082899.1_213	1317	1215.03	742	185.549
lcl|NC_021214.1_cds_WP_004082901.1_214	711	434.286	332	232.276
lcl|NC_021214.1_cds_WP_004082903.1_215	1008	786.754	500	193.096
lcl|NC_021214.1_cds_WP_004082905.1_216	1599	1369.92	1524	338.013
lcl|NC_021214.1_cds_WP_004082907.1_217	801	605.283	495	248.479
lcl|NC_021214.1_cds_WP_004082908.1_218	234	39.2004	31	240.278
lcl|NC_021214.1_cds_WP_004082910.1_219	696	464.128	266	174.135
lcl|NC_021214.1_cds_WP_004082912.1_220	939	752.248	379	153.081
lcl|NC_021214.1_cds_WP_004082914.1_221	675	492.28	91	56.1658
lcl|NC_021214.1_cds_WP_004082916.1_222	474	277.549	260	284.627
lcl|NC_021214.1_cds_WP_004082918.1_223	1638	1539.68	1035	204.246
lcl|NC_021214.1_cds_WP_004082920.1_224	858	617.068	485	238.81
lcl|NC_021214.1_cds_WP_004082922.1_225	477	285.338	1015	1080.81
lcl|NC_021214.1_cds_WP_004082924.1_226	1374	1166.91	2015	524.662
lcl|NC_021214.1_cds_WP_004082926.1_227	1020	799.783	283	107.512
lcl|NC_021214.1_cds_WP_004082928.1_228	1095	863.84	168	59.0907
lcl|NC_021214.1_cds_WP_004082930.1_229	1293	1018.01	304	90.7332
lcl|NC_021214.1_cds_WP_004082932.1_230	909	747.32	208	84.5667
lcl|NC_021214.1_cds_WP_004082934.1_231	1281	1054.77	382	110.039
lcl|NC_021214.1_cds_WP_004082936.1_232	1473	1306.21	761	177.017
lcl|NC_021214.1_cds_WP_004082938.1_233	543	318.769	384	366.015
lcl|NC_021214.1_cds_WP_004082940.1_234	1113	896.884	1810	613.176
lcl|NC_021214.1_cds_WP_004082942.1_235	1272	1083.46	1993	558.905
lcl|NC_021214.1_cds_WP_004082943.1_236	1026	759.566	889	355.614
lcl|NC_021214.1_cds_WP_004082945.1_237	258	59.6515	88	448.234
lcl|NC_021214.1_cds_WP_010865078.1_238	852	628.774	594	287.035
lcl|NC_021214.1_cds_WP_004082948.1_239	1308	1179.41	1069	275.396
lcl|NC_021214.1_cds_WP_004082949.1_240	957	811.165	671	251.337
lcl|NC_021214.1_cds_WP_004082950.1_241	675	487.212	545	339.877
lcl|NC_021214.1_cds_WP_004082951.1_242	603	418.147	433	314.631
lcl|NC_021214.1_cds_WP_004082952.1_243	576	369.869	311	255.479
lcl|NC_021214.1_cds_WP_004082953.1_244	294	95.0079	65	207.872
lcl|NC_021214.1_cds_WP_004082954.1_245	1014	822.839	482	177.982
lcl|NC_021214.1_cds_WP_010865081.1_246	252	54.1193	125	701.779
lcl|NC_021214.1_cds_WP_004082956.1_247	291	92.0123	266	878.373
lcl|NC_021214.1_cds_WP_004082957.1_248	327	128	239	567.324
lcl|NC_021214.1_cds_WP_011943280.1_249	453	219.155	434	601.703
lcl|NC_021214.1_cds_WP_004082959.1_250	213	26.221	224	2595.63
lcl|NC_021214.1_cds_WP_227738416.1_251	258	59.6515	47	239.397
lcl|NC_021214.1_cds_WP_004082961.1_252	1035	790.618	697	267.861
lcl|NC_021214.1_cds_WP_004082962.1_253	1902	1619.65	1306	244.999
lcl|NC_021214.1_cds_WP_010865083.1_254	912	692.34	665	291.84
lcl|NC_021214.1_cds_WP_004082964.1_255	669	399.714	388	294.935
lcl|NC_021214.1_cds_WP_004082965.1_256	1209	990.029	373	114.473
lcl|NC_021214.1_cds_WP_004082966.1_257	1101	857.463	897	317.848
lcl|NC_021214.1_cds_WP_004082967.1_258	1881	1725.76	887	156.166
lcl|NC_021214.1_cds_WP_004082968.1_259	720	486.602	324	202.309
lcl|NC_021214.1_cds_WP_004082969.1_260	1674	1369.3	866	192.16
lcl|NC_021214.1_cds_WP_004082970.1_261	273	74.1326	2801	11480.1
lcl|NC_021214.1_cds_WP_004082971.1_262	1353	1124.53	558	150.767
lcl|NC_021214.1_cds_WP_004082972.1_263	2307	2099.74	660	95.504
lcl|NC_021214.1_cds_WP_004082973.1_264	609	399.055	131	99.7429
lcl|NC_021214.1_cds_WP_004082974.1_265	846	604.824	166	83.3916
lcl|NC_021214.1_cds_WP_004082975.1_266	1233	989.41	1706	523.897
lcl|NC_021214.1_cds_WP_004082976.1_267	2646	2528.87	20382	2448.86
lcl|NC_021214.1_cds_WP_004082977.1_268	942	758.385	1846	739.58
lcl|NC_021214.1_cds_WP_004082978.1_269	1212	986.867	1697	522.476
lcl|NC_021214.1_cds_WP_004082979.1_270	1023	797.625	1349	513.874
lcl|NC_021214.1_cds_WP_004082981.1_271	1491	1352.74	239	53.6816
lcl|NC_021214.1_cds_WP_004082983.1_272	1311	1090.79	158	44.0108
lcl|NC_021214.1_cds_WP_004082985.1_273	885	665.396	51	23.288
lcl|NC_021214.1_cds_WP_004082987.1_274	852	691.862	71	31.1804
lcl|NC_021214.1_cds_WP_004082989.1_275	1863	1737.22	239	41.8009
lcl|NC_021214.1_cds_WP_004082990.1_276	1455	1260.01	239	57.6324
lcl|NC_021214.1_cds_WP_004082991.1_277	1071	860.343	1402	495.13
lcl|NC_021214.1_cds_WP_004082992.1_278	639	459.514	579	382.845
lcl|NC_021214.1_cds_WP_004082994.1_279	1521	1431.58	1163	246.835
lcl|NC_021214.1_cds_WP_004082995.1_280	1212	990.492	475	145.709
lcl|NC_021214.1_cds_WP_004082997.1_281	453	212.26	186	266.249
lcl|NC_021214.1_cds_WP_004083000.1_282	1734	1512.28	431	86.5938
lcl|NC_021214.1_cds_WP_004083002.1_283	1797	1533.91	346	68.5359
lcl|NC_021214.1_cds_WP_004083005.1_284	1260	1087.77	410	114.522
lcl|NC_021214.1_cds_WP_004083006.1_285	1104	883.6	1138	391.318
lcl|NC_021214.1_cds_WP_004083007.1_286	1257	1101.42	2448	675.31
lcl|NC_021214.1_cds_WP_004083008.1_287	501	296.525	1024	1049.26
lcl|NC_021214.1_cds_WP_227738417.1_288	1257	1163.31	3321	867.394
lcl|NC_021214.1_cds_WP_004083012.1_289	1056	854.286	1340	476.59
lcl|NC_021214.1_cds_WP_004083013.1_290	657	476.316	3045	1942.38
lcl|NC_021214.1_cds_WP_004083014.1_291	948	709.512	326	139.605
lcl|NC_021214.1_cds_WP_004083016.1_292	774	650.092	258	120.584
lcl|NC_021214.1_cds_WP_004083017.1_293	954	746.863	202	82.1776
lcl|NC_021214.1_cds_WP_004083018.1_294	1035	708.421	190	81.4902
lcl|NC_021214.1_cds_WP_004083020.1_295	1836	1574.3	188	36.2838
lcl|NC_021214.1_cds_WP_004083023.1_296	1005	705.137	230	99.1055
lcl|NC_021214.1_cds_WP_004083025.1_297	870	611.301	110	54.674
lcl|NC_021214.1_cds_WP_004083027.1_298	987	729.567	124	51.6416
lcl|NC_021214.1_cds_WP_004083029.1_299	951	611.428	150	74.5399
lcl|NC_021214.1_cds_WP_004083030.1_300	2124	1793.19	715	121.15
lcl|NC_021214.1_cds_WP_004083032.1_301	1341	1266.81	253	60.6809
lcl|NC_021214.1_cds_WP_004083033.1_302	1422	1317.93	575	132.562
lcl|NC_021214.1_cds_WP_004083036.1_303	2295	2195.77	626	86.6227
lcl|NC_021214.1_cds_WP_004083038.1_304	1977	1891.14	2217	356.192
lcl|NC_021214.1_cds_WP_004083040.1_305	2019	1863.96	520	84.7637
lcl|NC_021214.1_cds_WP_004083042.1_306	489	269.563	92	103.698
lcl|NC_021214.1_cds_WP_010865093.1_307	987	770.886	279	109.966
lcl|NC_021214.1_cds_WP_004083050.1_308	960	830.605	309	113.033
lcl|NC_021214.1_cds_WP_004083052.1_309	180	14.8011	4	82.1127
lcl|NC_021214.1_cds_WP_004083053.1_310	252	54.1193	115	645.637
lcl|NC_021214.1_cds_WP_004083056.1_311	327	128	142	337.071
lcl|NC_021214.1_cds_WP_004083057.1_312	2181	2133.49	1345	191.547
lcl|NC_021214.1_cds_WP_004083064.1_313	624	342.241	250	221.948
lcl|NC_021214.1_cds_WP_004083066.1_314	237	41.4694	55	402.975
lcl|NC_021214.1_cds_WP_004083068.1_315	204	22.1744	82	1123.58
lcl|NC_021214.1_cds_WP_004083070.1_316	585	364.628	875	729.123
lcl|NC_021214.1_cds_WP_004083072.1_317	1011	765.789	150	59.5148
lcl|NC_021214.1_cds_WP_227738436.1_318	255	56.8596	15	80.1549
lcl|NC_021214.1_cds_WP_227738455.1_319	216	27.7621	3	32.8332
lcl|NC_021214.1_cds_WP_004083077.1_320	1284	1099.95	134	37.0149
lcl|NC_021214.1_cds_WP_004083078.1_321	756	576.904	75	39.5004
lcl|NC_021214.1_cds_WP_004083079.1_322	843	584.833	128	66.5
lcl|NC_021214.1_cds_WP_004083086.1_323	984	775.749	448	175.469
lcl|NC_021214.1_cds_WP_008193633.1_324	927	674.861	3168	1426.31
lcl|NC_021214.1_cds_WP_004083091.1_325	675	332.641	202	184.509
lcl|NC_021214.1_cds_WP_004083093.1_326	1305	1053.08	516	148.879
lcl|NC_021214.1_cds_WP_004083096.1_327	564	376.08	174	140.576
lcl|NC_021214.1_cds_WP_004083099.1_328	606	395.058	190	146.129
lcl|NC_021214.1_cds_WP_004083101.1_329	813	639.87	210	99.7173
lcl|NC_021214.1_cds_WP_010865096.1_330	654	499.533	201	122.257
lcl|NC_021214.1_cds_WP_004083103.1_331	1131	919.935	158	52.1847
lcl|NC_021214.1_cds_WP_004083104.1_332	1239	1009.37	559	168.269
lcl|NC_021214.1_cds_WP_004083105.1_333	1704	1601.96	583	110.576
lcl|NC_021214.1_cds_WP_004083106.1_334	384	185	41	67.3372
lcl|NC_021214.1_cds_WP_004083107.1_335	504	330.849	191	175.407
lcl|NC_021214.1_cds_WP_004083108.1_336	177	14.1447	15	322.212
lcl|NC_021214.1_cds_WP_004083122.1_337	1242	1058.5	189	54.252
lcl|NC_021214.1_cds_WP_004083125.1_338	1017	869.04	575	201.035
lcl|NC_021214.1_cds_WP_004083127.1_339	762	536.631	343	194.205
lcl|NC_021214.1_cds_WP_004083129.1_340	1266	1170.81	554	143.77
lcl|NC_021214.1_cds_WP_004083132.1_341	762	591.856	280	143.742
lcl|NC_021214.1_cds_WP_004083133.1_342	1131	1093.81	499	138.612
lcl|NC_021214.1_cds_WP_004083135.1_343	1479	1398.28	806	175.139
lcl|NC_021214.1_cds_WP_004083137.1_344	435	242.843	227	284.016
lcl|NC_021214.1_cds_WP_004083139.1_345	603	423.819	100	71.6906
lcl|NC_021214.1_cds_WP_004083141.1_346	1215	968.855	390	122.306
lcl|NC_021214.1_cds_WP_004083143.1_347	705	505.403	174	104.605
lcl|NC_021214.1_cds_WP_004083145.1_348	1008	783.273	371	143.914
lcl|NC_021214.1_cds_WP_004083147.1_349	1263	902.048	455	153.259
lcl|NC_021214.1_cds_WP_004083154.1_350	987	668.653	337	153.134
lcl|NC_021214.1_cds_WP_004083156.1_351	1206	1102.36	360	99.2251
lcl|NC_021214.1_cds_WP_004083158.1_352	207	23.4313	96	1244.85
lcl|NC_021214.1_cds_WP_004083159.1_353	915	728.179	319	133.105
lcl|NC_021214.1_cds_WP_004083160.1_354	1071	866.703	1079	378.263
lcl|NC_021214.1_cds_WP_004083161.1_355	351	152	157	313.833
lcl|NC_021214.1_cds_WP_004083163.1_356	324	125	117	284.393
lcl|NC_021214.1_cds_WP_010865102.1_357	864	645.754	450	211.733
lcl|NC_021214.1_cds_WP_004083167.1_358	1650	1380.95	398	87.5684
