target_id	length	eff_length	est_counts	tpm
lcl|NC_023151.1_cds_WP_004080810.1_96	822	598.71	8470	822.808
lcl|NC_023151.1_cds_WP_004080813.1_97	1305	1054.59	13588	749.382
lcl|NC_023151.1_cds_WP_004080815.1_98	453	222.075	3384	886.261
lcl|NC_023151.1_cds_WP_004080817.1_99	960	699.85	11460	952.382
lcl|NC_023151.1_cds_WP_228378907.1_100	642	356.39	5910	964.479
lcl|NC_023151.1_cds_WP_004080827.1_101	171	12.9636	748	3355.89
lcl|NC_023151.1_cds_WP_004080828.1_102	972	763.628	2126	161.924
lcl|NC_023151.1_cds_WP_004080829.1_103	1449	1268.38	8585	393.66
lcl|NC_023151.1_cds_WP_004080830.1_104	573	320.09	2984	542.199
lcl|NC_023151.1_cds_WP_004080832.1_105	2367	2214.4	14000	367.707
lcl|NC_023151.1_cds_WP_004080838.1_106	978	795.834	5839	426.724
lcl|NC_023151.1_cds_WP_004080839.1_107	1188	990.256	17873	1049.74
lcl|NC_023151.1_cds_WP_004080841.1_108	1200	1148.71	755	38.2267
lcl|NC_023151.1_cds_WP_004080843.1_109	732	539.556	754	81.2768
lcl|NC_023151.1_cds_WP_004080845.1_110	2025	1707.65	3324	113.212
lcl|NC_023151.1_cds_WP_004080846.1_111	429	208.395	637	177.78
lcl|NC_023151.1_cds_WP_010865209.1_112	1395	1298.51	3312	148.346
lcl|NC_023151.1_cds_WP_004080848.1_113	1095	907.11	921	59.0515
lcl|NC_023151.1_cds_WP_004080849.1_114	993	747.392	1368	106.456
lcl|NC_023151.1_cds_WP_004080850.1_115	816	609.407	672	64.1347
lcl|NC_023151.1_cds_WP_004080851.1_116	903	673.294	724	62.541
lcl|NC_023151.1_cds_WP_004080852.1_117	1263	1013.06	1289	74.0026
lcl|NC_023151.1_cds_WP_010865208.1_118	1404	1215.76	821	39.276
lcl|NC_023151.1_cds_WP_004080854.1_119	1053	787.725	907	66.9675
lcl|NC_023151.1_cds_WP_004080855.1_120	648	426.079	43687	5963.39
lcl|NC_023151.1_cds_WP_004080857.1_121	3198	2655.74	10952	239.85
lcl|NC_023151.1_cds_WP_004080858.1_122	924	737.268	3487	275.079
lcl|NC_023151.1_cds_WP_004080859.1_123	702	496.164	3231	378.742
lcl|NC_023151.1_cds_WP_004080860.1_124	1575	1455.82	8872	354.442
lcl|NC_023151.1_cds_WP_004080861.1_125	1239	1187.01	4577	224.263
lcl|NC_023151.1_cds_WP_004080862.1_126	414	215	1314	355.458
lcl|NC_023151.1_cds_WP_004080864.1_127	945	887.614	5698	373.361
lcl|NC_023151.1_cds_WP_004080866.1_128	510	353.736	2185	359.255
lcl|NC_023151.1_cds_WP_004080868.1_129	882	721.11	4535	365.769
lcl|NC_023151.1_cds_WP_004080870.1_130	684	471.297	931	114.891
lcl|NC_023151.1_cds_WP_004080873.1_131	1017	892.826	1748	113.869
lcl|NC_023151.1_cds_WP_004080876.1_132	813	652.929	699	62.2648
lcl|NC_023151.1_cds_WP_004080878.1_133	1467	1245.28	3783	176.686
lcl|NC_023151.1_cds_WP_004080881.1_134	753	577.089	2880	290.256
lcl|NC_023151.1_cds_WP_004080883.1_135	639	466.644	1540	191.94
lcl|NC_023151.1_cds_WP_004080885.1_136	414	209.522	757	210.134
lcl|NC_023151.1_cds_WP_004080887.1_137	1197	1038.05	2944	164.95
lcl|NC_023151.1_cds_WP_004080890.1_138	747	507.357	1397	160.145
lcl|NC_023151.1_cds_WP_004080892.1_139	1275	1247.47	11544	538.217
lcl|NC_023151.1_cds_WP_004080893.1_140	747	603.429	6873	662.447
lcl|NC_023151.1_cds_WP_004080895.1_141	345	146	5503	2192.19
lcl|NC_023151.1_cds_WP_004080898.1_142	798	644.571	13780	1243.4
lcl|NC_023151.1_cds_WP_004080901.1_143	516	299.712	1622	314.759
lcl|NC_023151.1_cds_WP_004080903.1_144	1005	775.751	4243	318.113
lcl|NC_023151.1_cds_WP_004080906.1_145	216	27.7621	943	1975.57
lcl|NC_023151.1_cds_WP_004080908.1_146	474	273.838	2668	566.661
lcl|NC_023151.1_cds_WP_004080909.1_147	744	515.017	992	112.027
lcl|NC_023151.1_cds_WP_015646123.1_148	594	437.518	400.415	53.2287
lcl|NC_023151.1_cds_WP_010865201.1_149	390	191	738.563	224.898
lcl|NC_023151.1_cds_WP_004080912.1_150	1209	1028.58	2207.08	124.799
lcl|NC_023151.1_cds_WP_004080913.1_151	2073	1945.28	24175	722.797
lcl|NC_023151.1_cds_WP_004080915.1_152	315	116	486	243.674
lcl|NC_023151.1_cds_WP_004080917.1_153	222	31.1527	244	455.539
lcl|NC_023151.1_cds_WP_004080919.1_154	816	628.914	4744	438.717
lcl|NC_023151.1_cds_WP_004080921.1_155	939	704.706	3323	274.254
lcl|NC_023151.1_cds_WP_004080923.1_156	1800	1591.96	7391	270.024
lcl|NC_023151.1_cds_WP_004080925.1_157	1416	1263.07	8163	375.884
lcl|NC_023151.1_cds_WP_004080928.1_158	789	635.858	1607	146.99
lcl|NC_023151.1_cds_WP_010865200.1_159	1920	1795.43	12014	389.181
lcl|NC_023151.1_cds_WP_004080932.1_160	366	167	194	67.5642
lcl|NC_023151.1_cds_WP_004080933.1_161	798	575.994	543	54.8294
lcl|NC_023151.1_cds_WP_015646122.1_162	747	521.258	552	61.5911
lcl|NC_023151.1_cds_WP_004080935.1_163	321	122	669	318.931
lcl|NC_023151.1_cds_WP_004080936.1_164	789	593.322	9088	890.859
lcl|NC_023151.1_cds_WP_004080938.1_165	1248	1112.58	1498	78.3089
lcl|NC_023151.1_cds_WP_004080941.1_166	1197	954.708	982	59.8236
lcl|NC_023151.1_cds_WP_004080944.1_167	765	542.564	1701	182.341
lcl|NC_023151.1_cds_WP_004080946.1_168	1164	958.081	6168	374.432
lcl|NC_023151.1_cds_WP_004080948.1_169	2583	2059.98	4323	122.054
lcl|NC_023151.1_cds_WP_004080950.1_170	3135	2254.56	6359	164.043
lcl|NC_023151.1_cds_WP_004080952.1_171	1197	1035.09	9844	553.127
lcl|NC_023151.1_cds_WP_004080954.1_172	1077	919.974	8362	528.647
lcl|NC_023151.1_cds_WP_004080956.1_173	663	445.94	2263	295.148
lcl|NC_023151.1_cds_WP_004080958.1_174	1416	1287.26	1690	76.3575
lcl|NC_023151.1_cds_WP_004080960.1_175	1668	1514.45	8185	314.338
lcl|NC_023151.1_cds_WP_010865198.1_176	876	636.728	2132	194.744
lcl|NC_023151.1_cds_WP_004080964.1_177	447	248	904	212.006
lcl|NC_023151.1_cds_WP_004080966.1_178	789	600.021	4338	420.489
lcl|NC_023151.1_cds_WP_004080969.1_179	1209	1060.88	8988	492.753
lcl|NC_023151.1_cds_WP_004080971.1_180	387	188	1477	456.934
lcl|NC_023151.1_cds_WP_015646121.1_181	426	212.922	998	272.61
lcl|NC_023151.1_cds_WP_004080975.1_182	1221	980.843	3496	207.302
lcl|NC_023151.1_cds_WP_004080977.1_183	645	465.552	1259	157.285
lcl|NC_023151.1_cds_WP_004080979.1_184	630	424.362	1203	164.877
lcl|NC_023151.1_cds_WP_004080981.1_185	486	290.225	1199	240.279
lcl|NC_023151.1_cds_WP_004080983.1_186	1923	1791.29	9176	297.932
lcl|NC_023151.1_cds_WP_004080985.1_187	840	661.053	4241	373.133
lcl|NC_023151.1_cds_WP_004080988.1_188	486	285.886	1487	302.516
lcl|NC_023151.1_cds_WP_004080989.1_189	1188	873.851	4597	305.963
lcl|NC_023151.1_cds_WP_004080990.1_190	834	652.131	2633	234.826
lcl|NC_023151.1_cds_WP_004080991.1_191	1368	1144.98	7219	366.699
lcl|NC_023151.1_cds_WP_004080992.1_192	1308	1187.78	3589	175.739
lcl|NC_023151.1_cds_WP_004080993.1_193	411	202.142	659	189.61
lcl|NC_023151.1_cds_WP_004080994.1_194	774	546.069	2304	245.395
lcl|NC_023151.1_cds_WP_004080995.1_195	570	340.51	1282	218.972
lcl|NC_023151.1_cds_WP_004080996.1_196	450	269.499	1438	310.337
lcl|NC_023151.1_cds_WP_004080997.1_197	2145	1848.11	12067	379.754
lcl|NC_023151.1_cds_WP_004080999.1_198	831	613.471	1943	184.209
lcl|NC_023151.1_cds_WP_004081001.1_199	1308	1136.49	8563	438.22
lcl|NC_023151.1_cds_WP_004081003.1_200	1389	1348.18	8209	354.138
lcl|NC_023151.1_cds_WP_004081005.1_201	858	640.1	4167	378.623
lcl|NC_023151.1_cds_WP_004081007.1_202	930	743.534	5078	397.213
lcl|NC_023151.1_cds_WP_004081009.1_203	420	227.426	3170	810.683
lcl|NC_023151.1_cds_WP_004081010.1_204	2133	1947.84	31294	934.414
lcl|NC_023151.1_cds_WP_004081012.1_205	630	452.63	6743	866.444
lcl|NC_023151.1_cds_WP_004081014.1_206	1284	1174.61	15046	745.002
lcl|NC_023151.1_cds_WP_004081016.1_207	1383	1248.49	11504	535.915
lcl|NC_023151.1_cds_WP_004081017.1_208	453	262.454	4950	1096.94
lcl|NC_023151.1_cds_WP_004081018.1_209	405	206	3808	1075.13
lcl|NC_023151.1_cds_WP_004081019.1_210	306	107.001	989	537.575
lcl|NC_023151.1_cds_WP_004081020.1_211	1548	1536.69	11122	420.946
lcl|NC_023151.1_cds_WP_004081021.1_212	2592	2411.44	9403	226.788
lcl|NC_023151.1_cds_WP_004081022.1_213	618	364.32	2499	398.946
lcl|NC_023151.1_cds_WP_004081024.1_214	696	486.334	1932	231.049
lcl|NC_023151.1_cds_WP_004081026.1_215	765	590.389	2862	281.944
lcl|NC_023151.1_cds_WP_010865190.1_216	1224	925.701	6136	385.519
lcl|NC_023151.1_cds_WP_004081029.1_217	432	221.413	1184	311.014
lcl|NC_023151.1_cds_WP_004081030.1_218	669	503.129	1414	163.456
lcl|NC_023151.1_cds_WP_004081031.1_219	711	525.188	843	93.3563
lcl|NC_023151.1_cds_WP_004081032.1_220	687	464.99	1072	134.086
lcl|NC_023151.1_cds_WP_004081033.1_221	2559	2234.19	4703	122.429
lcl|NC_023151.1_cds_WP_004081034.1_222	678	506.563	861	98.8556
lcl|NC_023151.1_cds_WP_004081036.1_223	954	758.278	3022	231.791
lcl|NC_023151.1_cds_WP_004081038.1_224	1227	1067.99	14877	810.173
lcl|NC_023151.1_cds_WP_004081040.1_225	2016	1671.19	32126	1118.05
lcl|NC_023151.1_cds_WP_010865187.1_226	456	211.749	7080	1944.66
lcl|NC_023151.1_cds_WP_004081049.1_227	363	164	2864	1015.69
lcl|NC_023151.1_cds_WP_004081050.1_228	294	95.0079	1525	933.558
lcl|NC_023151.1_cds_WP_004081051.1_229	750	483.435	2714	326.515
lcl|NC_023151.1_cds_WP_004081052.1_230	267	68.2613	290	247.09
lcl|NC_023151.1_cds_WP_004081057.1_231	654	457.98	1583	201.032
lcl|NC_023151.1_cds_WP_004081059.1_232	612	422.937	9799	1347.53
lcl|NC_023151.1_cds_WP_004081061.1_233	1278	1084.7	32378	1736.08
lcl|NC_023151.1_cds_WP_004081063.1_234	273	74.1326	2288	1795.06
lcl|NC_023151.1_cds_WP_004081065.1_235	510	306.795	7369	1396.99
lcl|NC_023151.1_cds_WP_004081068.1_236	651	452.041	10561	1358.81
lcl|NC_023151.1_cds_WP_004081070.1_237	450	241.37	8134	1959.98
lcl|NC_023151.1_cds_WP_004081072.1_238	1965	1884.69	121413	3746.77
lcl|NC_023151.1_cds_WP_004081074.1_239	1002	836.407	123619	8596.05
lcl|NC_023151.1_cds_WP_004081076.1_240	357	158	9622	3541.93
lcl|NC_023151.1_cds_WP_004081077.1_241	1437	1232.57	27625	1303.54
lcl|NC_023151.1_cds_WP_010865186.1_242	570	316.52	2379	437.143
lcl|NC_023151.1_cds_WP_008192645.1_243	474	270.808	1680	360.811
lcl|NC_023151.1_cds_WP_004081080.1_244	618	454.784	1038	132.747
lcl|NC_023151.1_cds_WP_004081081.1_245	951	744.318	1925	150.419
lcl|NC_023151.1_cds_WP_004081082.1_246	741	538.547	611	65.9855
lcl|NC_023151.1_cds_WP_004081083.1_247	1032	822.446	4157	293.97
lcl|NC_023151.1_cds_WP_004081085.1_248	987	752.749	2402	185.59
lcl|NC_023151.1_cds_WP_004081086.1_249	510	323.484	1602	288.033
lcl|NC_023151.1_cds_WP_004081088.1_250	867	640.928	2522	228.859
lcl|NC_023151.1_cds_WP_004081090.1_251	789	602.172	2003	193.46
lcl|NC_023151.1_cds_WP_004081092.1_252	204	22.1744	26	68.1951
lcl|NC_023151.1_cds_WP_004081095.1_253	1872	1672.28	2646	92.0263
lcl|NC_023151.1_cds_WP_004081097.1_254	675	464.611	1050	131.441
lcl|NC_023151.1_cds_WP_004081099.1_255	1944	1465.52	2084	82.7063
lcl|NC_023151.1_cds_WP_004081101.1_256	915	651.929	1230	109.733
lcl|NC_023151.1_cds_WP_004081103.1_257	471	235.945	1791	441.484
lcl|NC_023151.1_cds_WP_004081104.1_258	600	451.04	2997	386.459
lcl|NC_023151.1_cds_WP_004081105.1_259	1134	1062.28	3026	165.677
lcl|NC_023151.1_cds_WP_004081106.1_260	771	577.794	1487	149.682
lcl|NC_023151.1_cds_WP_004081107.1_261	663	503.182	6210	717.79
lcl|NC_023151.1_cds_WP_010865179.1_262	876	794.542	7609	556.983
lcl|NC_023151.1_cds_WP_004081109.1_263	432	235.812	694	171.169
lcl|NC_023151.1_cds_WP_004081110.1_264	1569	1502.3	3690	142.856
lcl|NC_023151.1_cds_WP_004081111.1_265	246	48.8256	1300	1548.56
lcl|NC_023151.1_cds_WP_004081112.1_266	930	758.938	1847	141.544
lcl|NC_023151.1_cds_WP_004081113.1_267	792	623.586	1019	95.0406
lcl|NC_023151.1_cds_WP_004081114.1_268	162	11.4723	5	25.3484
lcl|NC_023151.1_cds_WP_004081116.1_269	396	203.363	5426	1551.81
lcl|NC_023151.1_cds_WP_004081119.1_270	513	347.746	7311	1222.77
lcl|NC_023151.1_cds_WP_010865177.1_271	531	312.201	3010	560.743
lcl|NC_023151.1_cds_WP_004081137.1_272	393	227.332	845	216.186
lcl|NC_023151.1_cds_WP_004081139.1_273	882	792.358	3342	245.311
lcl|NC_023151.1_cds_WP_004081141.1_274	1332	1303.77	1961	87.4795
lcl|NC_023151.1_cds_WP_004081143.1_275	861	677.69	677	58.1017
lcl|NC_023151.1_cds_WP_227738443.1_276	798	585.263	1481	147.176
lcl|NC_023151.1_cds_WP_024103719.1_277	702	589.731	899	88.6618
lcl|NC_023151.1_cds_WP_004081148.1_278	489	275.278	616	130.149
lcl|NC_023151.1_cds_WP_004081150.1_279	399	223.52	505	131.404
lcl|NC_023151.1_cds_WP_004081151.1_280	483	327.739	483	85.7136
lcl|NC_023151.1_cds_WP_004081152.1_281	531	281.991	1467	302.57
lcl|NC_023151.1_cds_WP_004081153.1_282	846	662.941	1443	126.597
lcl|NC_023151.1_cds_WP_004081154.1_283	1923	1639.56	9035	320.503
lcl|NC_023151.1_cds_WP_004081155.1_284	1407	1185.98	3029	148.544
lcl|NC_023151.1_cds_WP_004081156.1_285	1419	1190.04	2852	139.386
lcl|NC_023151.1_cds_WP_004081157.1_286	606	386.014	1900	286.274
lcl|NC_023151.1_cds_WP_004081158.1_287	1203	1088.04	4960	265.135
lcl|NC_023151.1_cds_WP_004081159.1_288	2979	3094.57	13541	254.497
lcl|NC_023151.1_cds_WP_004081160.1_289	195	18.8991	84	258.505
lcl|NC_023151.1_cds_WP_004081161.1_290	210	24.7787	102	239.416
lcl|NC_023151.1_cds_WP_004081162.1_291	234	39.2004	135	200.297
lcl|NC_023151.1_cds_WP_004081164.1_292	363	164	472	167.39
lcl|NC_023151.1_cds_WP_004081166.1_293	411	211.795	1311	360.013
lcl|NC_023151.1_cds_WP_004081168.1_294	1227	956.132	7999	486.574
lcl|NC_023151.1_cds_WP_004081170.1_295	1305	850.228	4795	328.008
lcl|NC_023151.1_cds_WP_024103721.1_296	1038	822.82	9641	681.473
lcl|NC_023151.1_cds_WP_004081174.1_297	1257	675.545	3346	288.073
lcl|NC_023151.1_cds_WP_004081176.1_298	1062	610.392	3960	377.327
lcl|NC_023151.1_cds_WP_004081178.1_299	1176	685.246	4836	410.46
lcl|NC_023151.1_cds_WP_004081181.1_300	1146	669.017	2804	243.765
lcl|NC_023151.1_cds_WP_004081183.1_301	1152	630.059	2278	210.283
lcl|NC_023151.1_cds_WP_010865169.1_302	1053	723.415	4180.44	336.098
lcl|NC_023151.1_cds_WP_004081188.1_303	1167	894.23	5971	388.355
lcl|NC_023151.1_cds_WP_004081192.1_305	1440	1100.28	1460	77.1755
lcl|NC_023151.1_cds_WP_004081194.1_306	1194	789.228	2313.56	170.494
lcl|NC_023151.1_cds_WP_228378911.1_308	2373	1713.91	4640	157.457
lcl|NC_023151.1_cds_WP_010865165.1_309	1392	1049.15	2238	124.066
lcl|NC_023151.1_cds_WP_015646113.1_310	1158	928.03	1682	105.413
lcl|NC_023151.1_cds_WP_004081204.1_311	351	152	261	99.8684
lcl|NC_023151.1_cds_WP_004081206.1_312	411	261.873	360	79.9544
lcl|NC_023151.1_cds_WP_024103726.1_314	1080	923.356	2344	147.645
lcl|NC_023151.1_cds_WP_004081216.1_315	1092	748.813	1881	146.099
lcl|NC_023151.1_cds_WP_004081219.1_316	711	583.074	492	49.0764
lcl|NC_023151.1_cds_WP_004081221.1_317	876	671.531	569	49.2808
lcl|NC_023151.1_cds_WP_004081223.1_318	348	149	10779	4207.49
lcl|NC_023151.1_cds_WP_004081224.1_319	228	34.966	1607	2673.01
lcl|NC_023151.1_cds_WP_004081225.1_320	426	225.691	5153	1327.94
lcl|NC_023151.1_cds_WP_004081227.1_321	387	188	7306	2260.23
lcl|NC_023151.1_cds_WP_004081231.1_322	456	260.288	4763	1064.29
lcl|NC_023151.1_cds_WP_227738424.1_323	315	116	1206	604.672
lcl|NC_023151.1_cds_WP_004081235.1_324	1344	1288.46	2535	114.43
lcl|NC_023151.1_cds_WP_004081241.1_325	1641	1533.71	3559	134.964
lcl|NC_023151.1_cds_WP_004081242.1_326	1638	1518.07	3442	131.872
lcl|NC_023151.1_cds_WP_004081249.1_327	453	251.048	428	99.1559
lcl|NC_023151.1_cds_WP_004081251.1_328	1263	1095.5	2870	152.371
lcl|NC_023151.1_cds_WP_004081252.1_329	1260	1145.43	20075	1019.34
lcl|NC_023151.1_cds_WP_004081255.1_330	1317	1292.84	2926	131.632
lcl|NC_023151.1_cds_WP_004081258.1_331	741	578.027	2434	244.909
lcl|NC_023151.1_cds_WP_004081260.1_332	651	538.508	542	58.5381
lcl|NC_023151.1_cds_WP_004081262.1_333	729	551.057	784	82.7467
lcl|NC_023151.1_cds_WP_004081264.1_334	1674	1618.94	3069	110.255
lcl|NC_023151.1_cds_WP_004081266.1_335	345	146	363	144.606
lcl|NC_023151.1_cds_WP_004081267.1_336	624	423.719	1828	250.917
lcl|NC_023151.1_cds_WP_010865154.1_337	1011	979.902	4270	253.441
lcl|NC_023151.1_cds_WP_233417791.1_338	1629	1454.23	4185	167.376
lcl|NC_023151.1_cds_WP_004081271.1_339	906	741.712	1679	131.658
lcl|NC_023151.1_cds_WP_008192388.1_340	1083	965.981	2856	171.957
lcl|NC_023151.1_cds_WP_004081273.1_341	708	548.204	1569	166.461
lcl|NC_023151.1_cds_WP_004081274.1_342	1305	1268.42	5887	269.938
lcl|NC_023151.1_cds_WP_004081275.1_343	1461	1264.65	2247	103.339
lcl|NC_023151.1_cds_WP_004081276.1_344	423	240.254	4138	1001.73
lcl|NC_023151.1_cds_WP_004081278.1_345	1833	1818.19	22009	704.034
lcl|NC_023151.1_cds_WP_010865151.1_346	1245	992.995	6510	381.298
lcl|NC_023151.1_cds_WP_004081281.1_347	768	595.65	634	61.9055
lcl|NC_023151.1_cds_WP_004081283.1_348	540	341.266	683	116.402
lcl|NC_023151.1_cds_WP_004081285.1_349	4104	4111.41	11569	163.658
lcl|NC_023151.1_cds_WP_004081287.1_350	498	301.564	1366	263.452
lcl|NC_023151.1_cds_WP_004081288.1_351	1008	881.37	3073	202.785
lcl|NC_023151.1_cds_WP_004081289.1_352	1464	1287.16	2285	103.249
lcl|NC_023151.1_cds_WP_004081290.1_353	1152	1045.29	2348	130.645
lcl|NC_023151.1_cds_WP_004081291.1_354	1380	1245.47	34085	1591.7
lcl|NC_023151.1_cds_WP_004081293.1_355	885	788.583	5040	371.719
lcl|NC_023151.1_cds_WP_004081295.1_356	657	395.836	2561	376.292
